,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
934,Butter,2011,Jim Field Smith,Jason A. Micallef,"Jennifer Garner, Ty Burrell, Garrett Schenck, Kristen Schaal",Comedy,English,USA,90,70931
935,Potiche,2010,Francois Ozon,"Francois Ozon (scenario), Pierre Barillet (play), Jean-Pierre Gredy (play)","Catherine Deneuve, Gerard Depardieu, Fabrice Luchini, Karin Viard",Comedy,French,France,103,900000
936,On the Road,2012,Walter Salles,"Jack Kerouac (based on the novel by), Jose Rivera (screenplay by)","Sam Riley, Garrett Hedlund, Kristen Stewart, Amy Adams",Adventure,English,France,124,665094
937,[REC] 4: Apocalypse,2014,Jaume Balaguero,"Jaume Balaguero (screenplay), Manu Diez (screenplay)","Manuela Velasco, Paco Manzanedo, Hector Colome, Ismael Fritschi",Horror,Spanish,Spain,95,708
939,The Forest,2016,Jason Zada,"Nick Antosca, Sarah Cornwell, Ben Ketai","Natalie Dormer, Eoin Macken, Stephanie Vogt, Osamu Tanpopo",Horror,English,USA,93,21818536
940,Please Give,2010,Nicole Holofcener,Nicole Holofcener,"Rebecca Hall, Elizabeth Keener, Elise Ivy, Catherine Keener",Comedy,English,USA,87,4033268
941,Ponyo,2008,Hayao Miyazaki,Hayao Miyazaki,"Tomoko Yamaguchi, Kazushige Nagashima, Yuki Amami, George Tokoro",Animation,Japanese,Japan,101,15100000
943,Django Unchained,2012,Quentin Tarantino,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",Drama,English,USA,165,162804648
944,Safe House,2012,Daniel Espinosa,David Guggenheim,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson",Action,English,South Africa,115,126149655
945,Boyhood,2014,Richard Linklater,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Elijah Smith, Lorelei Linklater",Drama,English,USA,165,18859617
946,Guardians of the Galaxy,2014,James Gunn,"James Gunn, Nicole Perlman, Dan Abnett (based on the Marvel comics by), Andy Lanning (based on the Marvel comics by), Bill Mantlo (character created by: Rocket Raccoon), Keith Giffen (character created by: Rocket Raccoon), Jim Starlin (characters created by: Drax the Destroyer,  Gamora & Thanos), Steve Englehart (character created by: Star-Lord), Steve Gan (character created by: Star-Lord), Steve Gerber (character created by: Howard the Duck), Val Mayerik (character created by: Howard the Duck)","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",Action,English,USA,121,270592504
947,Racing Dreams,2009,Marshall Curry,Marshall Curry,"Annabeth Barnes, Josh Hobson, Brandon Warren, Russ Wiles",Documentary,English,USA,93,5529
948,Coco Chanel & Igor Stravinsky,2009,Jan Kounen,"Chris Greenhalgh (screenplay and dialogue), Chris Greenhalgh (novel), Carlo De Boutiny (adaptation), Jan Kounen (adaptation)","Mads Mikkelsen, Anna Mouglalis, Elena Morozova, Natacha Lindinger",Drama,French,France,119,1724882
949,The Girl with the Dragon Tattoo,2011,David Fincher,"Steven Zaillian (screenplay by), Stieg Larsson (novel)","Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgard",Crime,English,USA,158,102515793
950,Detective Byomkesh Bakshy!,2015,Dibakar Banerjee,"Urmi Juvekar, Dibakar Banerjee, Saradindu Bandopadhyay (based on the stories and characters created by)","Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi, Divya Menon",Action,Hindi,India,139,579055
952,A Beautiful Now,2015,Daniela Amavia,"Daniela Amavia, Daniela Amavia","Abigail Spencer, Cheyenne Jackson, Collette Wolfe, Elena Satine",Comedy,English,USA,90,1504
953,The Informant!,2009,Steven Soderbergh,"Scott Z. Burns (screenplay), Kurt Eichenwald (book)","Matt Damon, Lucas McHugh Carroll, Eddie Jemison, Rusty Schwimmer",Biography,English,USA,108,33278731
954,What's Your Number?,2011,Mark Mylod,"Karyn Bosnak (novel), Gabrielle Allan (screenplay), Jennifer Crittenden (screenplay)","Anna Faris, Chris Evans, Ari Graynor, Blythe Danner",Comedy,English,USA,106,14008193
956,The Sessions,2012,Ben Lewin,"Ben Lewin (written for the screen by), Mark O'Brien (article)","John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood",Biography,English,USA,95,5997134
957,The Forbidden Kingdom,2008,Rob Minkoff,John Fusco,"Jet Li, Michael Angarano, Jackie Chan, Juana Collignon",Action,English,USA,104,40044561
958,Star Wars: Episode VII - The Force Awakens,2015,J.J. Abrams,"Lawrence Kasdan, J.J. Abrams, Michael Arndt, George Lucas (based on characters created by)","Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver",Action,English,USA,136,936658640
960,Adult World,2013,Scott Coffey,Andy Cochran,"Emma Roberts, Summer Shelton, Chris Riggi, Shannon Woodward",Comedy,English,USA,97,16740
961,The Virginity Hit,2010,"Huck Botko, Andrew Gurland","Andrew Gurland, Huck Botko","Matt Bennett, Zack Pearlman, Jacob Davich, Justin Kline",Comedy,English,USA,86,535249
962,Young Goethe in Love,2010,Philipp Stolzl,"Alexander Dydyna (screenplay), Christoph Muller (screenplay), Philipp Stolzl (screenplay)","Alexander Fehling, Miriam Stein, Moritz Bleibtreu, Volker Bruch",Drama,German,Germany,102,160392
963,Vincere,2009,Marco Bellocchio,"Marco Bellocchio (story), Marco Bellocchio (screenplay), Daniela Ceselli (screenplay)","Giovanna Mezzogiorno, Filippo Timi, Fausto Russo Alesi, Michela Cescon",Biography,Italian,Italy,128,600000
964,En Equilibre,2015,Denis Dercourt,"Denis Dercourt (scenario), Bernard Sachse (book), Veronique Pellerin (book)","Albert Dupontel, Cecile de France, Patrick Mille, Carole Franck",Drama,French,France,87,809
966,The Good Guy,2009,Julio DePietro,Julio DePietro,"Alexis Bledel, Scott Porter, Bryan Greenberg, Colin Egglesfield",Comedy,English,USA,90,34712
967,Toni Erdmann,2016,Maren Ade,Maren Ade (screenplay),"Sandra Huller, Peter Simonischek, Michael Wittenborn, Thomas Loibl",Comedy,German,Germany,162,1478960
968,Cold Souls,2009,Sophie Barthes,Sophie Barthes,"Paul Giamatti, Armand Schultz, Michael Tucker, Dina Korzun",Comedy,English,USA,101,700980
969,Larry Crowne,2011,Tom Hanks,"Tom Hanks, Nia Vardalos","Tom Hanks, Sarah Mahoney, Roxana Ortega, Randall Park",Comedy,English,USA,98,35565975
970,Due Date,2010,Todd Phillips,"Alan R. Cohen (screenplay), Alan Freedland (screenplay), Adam Sztykiel (screenplay), Todd Phillips (screenplay), Alan R. Cohen (story), Alan Freedland (story)","Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx",Adventure,English,USA,95,100448498
971,Same Kind of Different as Me,2017,Michael Carney,"Michael Carney (screenplay), Alexander Foard (screenplay), Ron Hall (screenplay), Ron Hall (book), Denver Moore (book), Lynn Vincent (book)","Greg Kinnear, Renee Zellweger, Djimon Hounsou, Jon Voight",Biography,English,USA,119,6410279
972,Return to Nuke 'Em High Volume 1,2013,Lloyd Kaufman,"Travis Campbell, Casey Clapp (additional material), Derek Dressler, Aaron Hamel (additional material by), Lloyd Kaufman","Asta Paredes, Catherine Corcoran, Vito Trigo, Clay von Carlowitz",Comedy,English,USA,85,4735
973,The Hitman's Bodyguard,2017,Patrick Hughes,Tom O'Connor,"Elodie Yung, Ryan Reynolds, Tsuwayuki Saotome, Roy Hill",Action,English,USA,118,75020039
974,Freetown,2015,Garrett Batty,"Melissa Leilani Larson, Garrett Batty","Henry Adofo, Michael Attram, Alphonse Menyo, Phillip Adekunle Michael",Action,English,USA,113,7916886
975,Rock of Ages,2012,Adam Shankman,"Justin Theroux (screenplay by), Chris D'Arienzo (screenplay by), Allan Loeb (screenplay by), Chris D'Arienzo (based on the musical ""Rock of Ages"" written by)","Julianne Hough, Dakota Sage Grant, Matthew Rush Sullivan, Diego Boneta",Comedy,English,USA,123,38509342
977,The Killing of a Sacred Deer,2017,Yorgos Lanthimos,"Yorgos Lanthimos, Efthymis Filippou","Barry G. Bernson, Herb Caillouet, Bill Camp, Raffey Cassidy",Drama,English,Ireland,121,1955883
978,"3 1/2  Minutes, Ten Bullets",2015,Marc Silver,Marc Silver,"Lucia McBath, Ron Davis, Michael David Dunn, Russell Healey",Documentary,English,USA,98,18493
979,30 Minutes or Less,2011,Ruben Fleischer,"Michael Diliberti (screenplay), Michael Diliberti (story), Matthew Sullivan (story)","Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson",Action,English,USA,83,37100000
980,Fruitvale Station,2013,Ryan Coogler,Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand",Biography,English,USA,85,11010136
981,Mere Brother Ki Dulhan,2011,Ali Abbas Zafar,Ali Abbas Zafar,"Imran Khan, Katrina Kaif, Ali Zafar, Tara D'Souza",Comedy,Hindi,India,139,399429
982,The Outrage,2010,Takeshi Kitano,Takeshi Kitano (screenplay),"Takeshi Kitano, Kippei Shina, Ryo Kase, Fumiyo Kohinata",Action,Japanese,Japan,109,29633
983,Girls Against Boys,2012,Austin Chick,Austin Chick,"Nicole LaLiberte, Danielle Panabaker, Matthew Rauch, Liam Aiken",Drama,English,USA,93,6111
984,Tomorrowland,2015,Brad Bird,"Damon Lindelof (screenplay by), Brad Bird (screenplay by), Damon Lindelof (story by), Brad Bird (story by), Jeff Jensen (story by)","George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy",Action,English,USA,130,71526443
985,True Legend,2010,Woo-Ping Yuen,Chi-long To (screenplay),"Wenzhuo Zhao, Xun Zhou, Andy On, Xiaodong Guo",Action,Mandarin,China,115,62199
986,The Witch,2015,Robert Eggers,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw",Horror,English,UK,92,19239494
987,Enemy,2013,Denis Villeneuve,"Jose Saramago (novel), Javier Gullon","Jake Gyllenhaal, Melanie Laurent, Sarah Gadon, Isabella Rossellini",Mystery,English,Canada,91,455421
988,Skin Trade,2014,Ekachai Uekrongtham,"Dolph Lundgren (screenplay), Steven Elder (screenplay), Gabriel Dowrick (screenplay), Dolph Lundgren (story)","Dolph Lundgren, Tony Jaa, Michael Jai White, Ron Perlman",Action,English,Thailand,96,1242
989,One for the Money,2012,Julie Anne Robinson,"Stacy Sherman (screenplay), Karen Ray (screenplay), Liz Brixius (screenplay), Janet Evanovich (novel)","Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo",Action,English,USA,91,26100000
991,Jumper,2008,Doug Liman,"David S. Goyer (screenplay), Jim Uhls (screenplay), Simon Kinberg (screenplay), Steven Gould (novel)","Hayden Christensen, Jamie Bell, Rachel Bilson, Diane Lane",Action,English,USA,88,80055499
992,Ghost in the Shell,2017,Rupert Sanders,"Shirow Masamune (based on the comic ""The Ghost in the Shell"" by), Jamie Moss (screenplay by), William Wheeler (screenplay by), Ehren Kruger (screenplay by)","Scarlett Johansson, Pilou Asbaek, Takeshi Kitano, Juliette Binoche",Action,English,USA,107,40533014
993,The Monk,2011,Dominik Moll,"Matthew Lewis (novel), Dominik Moll (screenplay), Anne-Louise Trividic (screenplay)","Vincent Cassel, Deborah Francois, Josephine Japy, Sergi Lopez",Drama,French,Spain,101,8418
994,Pawn Sacrifice,2014,Edward Zwick,"Steven Knight (screenplay), Stephen J. Rivele (story), Christopher Wilkinson (story), Steven Knight (story)","Tobey Maguire, Liev Schreiber, Michael Stuhlbarg, Peter Sarsgaard",Biography,English,USA,115,1696603
996,Limitless,2011,Neil Burger,"Leslie Dixon (screenplay), Alan Glynn (novel)","Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard",Mystery,English,USA,105,79230923
997,Leatherheads,2008,George Clooney,"Duncan Brantley, Rick Reilly","John Krasinski, David de Vries, Rick Forrester, Craig S. Harper",Comedy,English,USA,114,31199215
998,Take Me Home,2011,Sam Jaeger,Sam Jaeger,"Amber Jaeger, Sam Jaeger, Victor Garber, Cristine Rose",Comedy,English,USA,97,15374
999,"I Love You, Beth Cooper",2009,Chris Columbus,"Larry Doyle (screenplay), Larry Doyle (novel)","Hayden Panettiere, Paul Rust, Jack Carpenter, Lauren London",Comedy,English,Canada,102,14800000
1000,It's a Disaster,2012,Todd Berger,Todd Berger,"Rachel Boston, Kevin M. Brennan, David Cross, America Ferrera",Comedy,English,USA,88,57216
1001,Yuvvraaj,2008,Subhash Ghai,"Sachin Bhowmick (screenplay), Subhash Ghai (story,  screenplay & dialogue), Kamlesh Pandey (screenplay)","Salman Khan, Anil Kapoor, Zayed Khan, Mithun Chakraborty",Comedy,Hindi,India,151,565440
1002,Crazy on the Outside,2010,Tim Allen,"Judd Pillot, John Peaslee","Tim Allen, Sigourney Weaver, Ray Liotta, J.K. Simmons",Comedy,English,USA,96,64438
1003,Split,2016,M. Night Shyamalan,M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson",Horror,English,USA,117,138120085
1004,The X Files: I Want to Believe,2008,Chris Carter,"Frank Spotnitz, Chris Carter, Chris Carter (television series ""The X-Files"")","David Duchovny, Gillian Anderson, Amanda Peet, Billy Connolly",Drama,English,USA,104,20847266
1005,Holy Rollers,2010,Kevin Asch,Antonio Macia,"Jesse Eisenberg, Justin Bartha, Ari Graynor, Danny A. Abeckaser",Biography,English,USA,89,302886
1006,Vicky Cristina Barcelona,2008,Woody Allen,Woody Allen,"Rebecca Hall, Scarlett Johansson, Christopher Evan Welch, Chris Messina",Drama,English,Spain,96,23164041
1007,One Me and One You,2012,Shakun Batra,"Shakun Batra, Ayesha DeVitre","Kareena Kapoor, Imran Khan, Boman Irani, Zenobia Shroff",Comedy,Hindi,India,110,1153360
1008,I Kissed a Vampire,2010,Chris Nolan,"Chris Nolan (story), Chris Nolan, Laurie Nolan (story), Laurie Nolan","Lucas Grabeel, Drew Seeley, Adrian Slade, Chris Coppola",Musical,English,USA,91,1380
1010,Chalet Girl,2011,Phil Traill,Tom Williams (screenplay),"Miquita Oliver, Rick Edwards, Felicity Jones, Bill Bailey",Comedy,English,UK,97,1201
1011,Broken City,2013,Allen Hughes,Brian Tucker,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright",Crime,English,USA,109,19600000
1012,Unsullied,2014,Simeon Rice,"John Nodilo, John Nodilo (screenplay), John Nodilo, Simeon Rice, Simeon Rice","Rusty Joiner, Murray Gray, James Gaudioso, Cindy Karr",Action,English,USA,93,8220
1013,A Monster with a Thousand Heads,2015,Rodrigo Pla,Laura Santullo,"Jana Raluy, Sebastian Aguirre, Hugo Albores, Emilio Echevarria",Drama,Spanish,Mexico,74,18069
1014,Chandni Chowk to China,2009,Nikkhil Advani,"Rajat Arora (dialogue), Bohemia (lyrics), Kailash Kher (lyrics), Shridhar Raghavan","Mithun Chakraborty, Akshay Kumar, Deepika Padukone, Ranvir Shorey",Action,Hindi,India,154,869611
1016,Kill Your Friends,2015,Owen Harris,John Niven (novel),"Nicholas Hoult, James Corden, Georgia King, Craig Roberts",Comedy,English,UK,103,204442
1017,Mortdecai,2015,David Koepp,"Eric Aronson (screenplay), Kyril Bonfiglioli (novel)","Johnny Depp, Gwyneth Paltrow, Paul Bettany, Ewan McGregor",Action,English,UK,107,6847536
1018,Sympathy for Delicious,2010,Mark Ruffalo,Christopher Thornton,"Christopher Thornton, Mark Ruffalo, Juliette Lewis, Laura Linney",Drama,English,USA,96,13114
1019,Sound of My Voice,2011,Zal Batmanglij,"Zal Batmanglij, Brit Marling","Christopher Denham, Nicole Vicius, Brit Marling, Davenia McFadden",Drama,English,USA,85,300000
1020,X-Men: Days of Future Past,2014,Bryan Singer,"Simon Kinberg (screenplay by), Jane Goldman (story by), Simon Kinberg (story by), Matthew Vaughn (story by)","Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence",Action,English,USA,132,199305306
1021,A.C.O.D.,2013,Stuart Zicherman,"Ben Karlin, Stuart Zicherman","Adam Scott, Richard Jenkins, Catherine O'Hara, Amy Poehler",Comedy,English,USA,88,123368
1024,Bettie Page Reveals All,2012,Mark Mori,Douglas Miller,"Bettie Page, Hugh Hefner, Olivia de Berardinis, Dita Von Teese",Documentary,English,USA,101,102378
1026,The Apparition,2012,Todd Lincoln,Todd Lincoln,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill",Horror,English,USA,82,4700000
1027,Wrath of the Titans,2012,Jonathan Liebesman,"Dan Mazeau (screenplay), David Leslie Johnson-McGoldrick (screenplay), Greg Berlanti (story), David Leslie Johnson-McGoldrick (story), Dan Mazeau (story), Beverley Cross","Sam Worthington, Liam Neeson, Ralph Fiennes, Edgar Ramirez",Action,English,Spain,99,83640426
1028,If a Tree Falls: A Story of the Earth Liberation Front,2011,"Marshall Curry, Sam Cullman(co-director)","Marshall Curry, Matthew Hamachek","Daniel McGowan, Lisa McGowan, Tim Lewis, Kirk Engdall",Documentary,English,USA,85,61153
1029,ParaNorman,2012,"Chris Butler, Sam Fell",Chris Butler,"Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck",Animation,English,USA,92,55994557
1030,The To Do List,2013,Maggie Carey,Maggie Carey,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat",Comedy,English,USA,104,3400000
1031,Star Trek Into Darkness,2013,J.J. Abrams,"Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")","Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban",Action,English,USA,132,228756232
1032,The Beguiled,2017,Sofia Coppola,"Sofia Coppola (screenplay by), Thomas Cullinan (based on the novel by), Albert Maltz (and the screenplay by), Irene Kamp (and the screenplay by)","Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning",Drama,English,USA,93,10542504
1033,American Hustle,2013,David O. Russell,"Eric Warren Singer, David O. Russell","Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner",Crime,English,USA,138,99165609
1034,Love in the Buff,2012,Ho-Cheung Pang,"Jody Luk, Yee-sum Luk (screenplay), Ho-Cheung Pang (based on characters created by), Ho-Cheung Pang (screenplay)","Miriam Chin Wah Yeung, Shawn Yue, Mi Yang, Zheng Xu",Comedy,Cantonese,Hong Kong,112,254712
1035,Blackthorn,2011,Mateo Gil,Miguel Barros (scriptwriter),"Sam Shepard, Eduardo Noriega, Stephen Rea, Magaly Solier",Action,English,Spain,102,131979
1036,The Day He Arrives,2011,Sang-soo Hong,Sang-soo Hong,"Joon-Sang Yoo, Sang-Jung Kim, Seon-mi Song, Bo-kyeong Kim",Drama,Korean,South Korea,79,3311
1037,21,2008,Robert Luketic,"Peter Steinfeld (screenplay), Allan Loeb (screenplay), Ben Mezrich (book)","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo",Crime,English,USA,123,81159365
1038,"Love, Wedding, Marriage",2011,Dermot Mulroney,"Anouska Chydzik, Caprice Crane","Mandy Moore, Kellan Lutz, James Brolin, Jane Seymour",Comedy,English,USA,90,1378
1039,Paradise: Love,2012,Ulrich Seidl,"Ulrich Seidl (screenplay), Veronika Franz (screenplay)","Margarete Tiesel, Peter Kazungu, Inge Maux, Dunja Sowinetz",Drama,German,Austria,120,16952
1040,Batman: The Killing Joke,2016,Sam Liu,"Brian Azzarello, Brian Bolland (based on the graphic novel illustrated by), Bob Kane (Batman created by), Bill Finger (Batman created by)","Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise",Animation,English,USA,76,442331
1042,Captain Fantastic,2016,Matt Ross,Matt Ross,"Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso",Comedy,English,USA,118,5875006
1043,Train to Busan,2016,Sang-ho Yeon,"Joo-Suk Park, Sang-ho Yeon (screenplay)","Yoo Gong, Yu-mi Jung, Dong-seok Ma, Su-an Kim",Action,Korean,South Korea,118,2129768
1044,The Masked Saint,2016,Warren P. Sonoda,"Scott Crowell, Scott Crowell, Brett Granstaff","Brett Granstaff, Lara Jean Chorostecki, T.J. McGibbon, Diahann Carroll",Action,English,Canada,105,181609
1046,Detroit,2017,Kathryn Bigelow,Mark Boal,"Chris Chalk, Mason Alban, Bennett Deady, Andrea Eversley",Crime,English,USA,143,16788494
1047,Creed,2015,Ryan Coogler,"Ryan Coogler (screenplay by), Aaron Covington (screenplay by), Ryan Coogler (story by), Sylvester Stallone (based on characters created by)","Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",Drama,English,USA,133,81157671
