,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
630,Crazy on the Outside,2010,Tim Allen,"Judd Pillot, John Peaslee","Tim Allen, Sigourney Weaver, Ray Liotta, J.K. Simmons",Comedy,English,USA,96,64438
632,Holy Rollers,2010,Kevin Asch,Antonio Macia,"Jesse Eisenberg, Justin Bartha, Ari Graynor, Danny A. Abeckaser",Biography,English,USA,89,302886
635,I Kissed a Vampire,2010,Chris Nolan,"Chris Nolan (story), Chris Nolan, Laurie Nolan (story), Laurie Nolan","Lucas Grabeel, Drew Seeley, Adrian Slade, Chris Coppola",Musical,English,USA,91,1380
641,Sympathy for Delicious,2010,Mark Ruffalo,Christopher Thornton,"Christopher Thornton, Mark Ruffalo, Juliette Lewis, Laura Linney",Drama,English,USA,96,13114
669,"Lebanon, Pa.",2010,Ben Hickernell,Ben Hickernell,"Josh Hopkins, Rachel Kitson, Ian Merrill Peakes, Samantha Mathis",Drama,Arabic,USA,100,44674
684,Once Upon a Time in Mumbai,2010,Milan Luthria,"Rajat Arora, Bhrigu Brinda (story screenplay and dialogue), Aditi Mediratta (associate writer)","Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai",Action,Hindi,India,134,302862
691,Our Family Wedding,2010,Rick Famuyiwa,"Wayne Conley (story), Wayne Conley (screenplay), Malcolm Spellman (screenplay), Rick Famuyiwa (screenplay)","Forest Whitaker, America Ferrera, Carlos Mencia, Regina King",Comedy,English,USA,103,18602225
703,Inside Job,2010,Charles Ferguson,"Charles Ferguson, Chad Beck, Adam Bolt","Matt Damon, Gylfi Zoega, Andri Snaer Magnason, Sigridur Benediktsdottir",Documentary,English,USA,109,4311834
709,A Little Help,2010,Michael J. Weithorn,Michael J. Weithorn,"Jenna Fischer, Jay Klaitz, Daniel Yelsky, Brooke Smith",Comedy,English,USA,109,85789
720,Cirkus Columbia,2010,Danis Tanovic,"Ivica Djikic (novel), Danis Tanovic","Predrag 'Miki' Manojlovic, Mira Furlan, Boris Ler, Jelena Stupljanin",Comedy,Bosnian,Bosnia and Herzegovina,113,3163
724,High School,2010,John Stalberg Jr.,"Erik Linthorst (screenplay), John Stalberg Jr. (screenplay), Stephen Susco (screenplay), John Stalberg Jr. (story), Erik Linthorst (story)","Adrien Brody, Sean Marquette, Matt Bush, Colin Hanks",Comedy,English,USA,99,100000
727,Black Death,2010,Christopher Smith,Dario Poloni (screenplay),"Sean Bean, Eddie Redmayne, John Lynch, Tim McInnerny",Action,English,Germany,102,22045
736,Tamara Drewe,2010,Stephen Frears,"Posy Simmonds (graphic novel), Moira Buffini (screenplay)","Gemma Arterton, Roger Allam, Bill Camp, Dominic Cooper",Comedy,English,UK,107,560101
743,Amigo,2010,John Sayles,John Sayles,"Arthur Acuna, Irma Adlawan, John Arcilla, Merlin Bonning",Drama,English,USA,124,183490
746,Norwegian Wood,2010,Anh Hung Tran,"Haruki Murakami (novel), Anh Hung Tran","Ken'ichi Matsuyama, Rinko Kikuchi, Kiko Mizuhara, Kengo Kora",Drama,Japanese,Japan,133,13000
748,The Conspirator,2010,Robert Redford,"James D. Solomon, James D. Solomon (story), Gregory Bernstein (story)","James McAvoy, Robin Wright, Kevin Kline, Evan Rachel Wood",Crime,English,USA,122,11538204
767,Insidious,2010,James Wan,Leigh Whannell,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",Horror,English,USA,103,53700000
775,The Debt,2010,John Madden,"Matthew Vaughn (screenplay), Jane Goldman (screenplay), Peter Straughan (screenplay), Assaf Bernstein (film ""Ha-Hov""), Ido Rosenblum (film ""Ha-Hov"")","Helen Mirren, Tom Wilkinson, Ciaran Hinds, Romi Aboulafia",Drama,English,USA,113,31146570
779,Don't Be Afraid of the Dark,2010,Troy Nixey,"Guillermo del Toro (screenplay), Matthew Robbins (screenplay), Nigel McKeand","Bruce Gleeson, Eddie Ritchard, Garry McDonald, Bailee Madison",Fantasy,English,USA,99,23900000
791,Certified Copy,2010,Abbas Kiarostami,"Caroline Eliacheff (collaborator on screenplay), Abbas Kiarostami","Juliette Binoche, William Shimell, Jean-Claude Carriere, Agathe Natanson",Drama,French,France,106,1337384
797,Tangled,2010,"Nathan Greno, Byron Howard","Dan Fogelman (screenplay by), Jacob Grimm (based upon the fairy tale ""Rapunzel"" by), Wilhelm Grimm (based upon the fairy tale ""Rapunzel"" by)","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman",Animation,English,USA,100,200803309
806,The King's Speech,2010,Tom Hooper,David Seidler (screenplay),"Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal",Biography,English,UK,118,138300000
816,Preacher's Kid,2010,Stan Foster,Stan Foster,"Letoya Luckett, Durrell Babbs, Tammy Townsend, Carlos Davis",Drama,English,USA,110,422186
819,Winter's Bone,2010,Debra Granik,"Debra Granik (screenplay), Anne Rosellini (screenplay), Daniel Woodrell (novel)","Jennifer Lawrence, Isaiah Stone, Ashlee Thompson, Valerie Richards",Drama,English,USA,100,6200000
838,Monsters,2010,Gareth Edwards,Gareth Edwards,"Scoot McNairy, Whitney Able, Mario Zuniga Benavides, Annalee Jefferies",Drama,English,UK,94,237301
856,Poetry,2010,Chang-dong Lee,Chang-dong Lee,"Jeong-hie Yun, Da-wit Lee, Hee-ra Kim, Nae-sang Ahn",Drama,Korean,South Korea,139,355044
857,"No eres tu, soy yo",2010,Alejandro Springall,"Alejandro Springall, Luis Aura, Juan Taratuto (original screenplay), Cecilia Dopazo (original screenplay)","Eugenio Derbez, Martina Garcia, Alejandra Barros, Juan Rios",Comedy,Spanish,Mexico,101,1331518
863,"If I Want to Whistle, I Whistle",2010,Florin Serban,"Catalin Mitulescu, Florin Serban, Andreea Valean (play)","George Pistereanu, Ada Condeescu, Mihai Constantin, Clara Voda",Drama,Romanian,Romania,94,12135
879,Waiting for 'Superman',2010,Davis Guggenheim,"Davis Guggenheim, Billy Kimball","Charles Adam, Charles Adams, Jonathan Alter, Robert Balfanz",Documentary,English,USA,111,6410257
883,Greenberg,2010,Noah Baumbach,"Jennifer Jason Leigh (story), Noah Baumbach (story), Noah Baumbach (screenplay)","Greta Gerwig, Koby Rouviere, Sydney Rouviere, Chris Messina",Comedy,English,USA,107,2293918
889,The Back-up Plan,2010,Alan Poul,Kate Angelo,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen",Comedy,English,USA,104,37481242
901,Cool It,2010,Ondi Timoner,"Terry Botwick, Sarah Gibson, Bjorn Lomborg (book), Ondi Timoner","Bjorn Lomborg, Hashem Akbari, Joe Barton, Ed Begley Jr.",Documentary,English,USA,87,62713
908,Klown,2010,Mikkel Norgaard,"Casper Christensen (screenplay), Frank Hvam (screenplay), Casper Christensen (story), Frank Hvam (story), Mikkel Norgaard (story)","Frank Hvam, Casper Christensen, Marcuz Jess Petersen, Mia Lyhne",Comedy,Danish,Denmark,93,68559
914,Night Catches Us,2010,Tanya Hamilton,Tanya Hamilton,"Anthony Mackie, Jamara Griffin, Sadiq Afif, Shango Rich",Drama,English,USA,90,75343
923,Toy Story 3,2010,Lee Unkrich,"John Lasseter (story by), Andrew Stanton (story by), Lee Unkrich (story by), Michael Arndt (screenplay by)","Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty",Animation,English,USA,103,414984497
931,Scott Pilgrim vs. the World,2010,Edgar Wright,"Michael Bacall (screenplay), Edgar Wright (screenplay), Bryan Lee O'Malley (Oni Press graphic novels)","Michael Cera, Kieran Culkin, Anna Kendrick, Alison Pill",Action,English,USA,112,31494270
932,The Last Circus,2010,Alex de la Iglesia,Alex de la Iglesia,"Carlos Areces, Antonio de la Torre, Carolina Bang, Manuel Tallafe",Comedy,Spanish,Spain,107,25957
934,You Again,2010,Andy Fickman,Moe Jelline,"Kristen Bell, Jamie Lee Curtis, Sigourney Weaver, Odette Annable",Comedy,English,USA,105,25677801
935,Griff the Invisible,2010,Leon Ford,Leon Ford,"Ryan Kwanten, Maeve Dermody, Patrick Brammall, Toby Schmitz",Comedy,English,Australia,90,20906
936,Freakonomics,2010,"Heidi Ewing, Alex Gibney, Seth Gordon, Rachel Grady, Eugene Jarecki, Morgan Spurlock","Peter Bull, Alex Gibney, Jeremy Chilnick, Morgan Spurlock, Eugene Jarecki, Heidi Ewing, Rachel Grady, Seth Gordon, Steven Levitt (book), Stephen Dubner (book)","James Ransone, Tempestt Bledsoe, Morgan Spurlock, Melvin Van Peebles",Documentary,English,USA,85,67674
939,"Tuesday, After Christmas",2010,Radu Muntean,"Alexandru Baciu (screenplay), Radu Muntean (screenplay), Razvan Radulescu (screenplay)","Mimi Branescu, Mirela Oprisor, Maria Popistasu, Victor Rebengiuc",Drama,Romanian,Romania,99,13401
941,Karthik Calling Karthik,2010,Vijay Lalwani,"Vijay Lalwani (story, screenplay & dialogue)","Siddhartha Gupta, Swapnel Desai, Farhan Akhtar, Vipin Sharma",Drama,Hindi,India,135,262511
946,Nostalgia for the Light,2010,Patricio Guzman,Patricio Guzman,"Gaspar Galaz, Lautaro Nunez, Luis Henriquez, Miguel Lawner",Documentary,Spanish,France,90,96142
947,The Warrior's Way,2010,Sngmoo Lee,Sngmoo Lee,"Dong-Gun Jang, Kate Bosworth, Geoffrey Rush, Danny Huston",Action,English,New Zealand,100,5664251
960,Red Hill,2010,Patrick Hughes,Patrick Hughes,"Ryan Kwanten, Steve Bisley, Tommy Lewis, Claire van der Boom",Thriller,English,Australia,95,20898
965,No Problem,2010,Anees Bazmee,"Ikram Akhtar (screenplay), Nisar Akhtar (additional dialogue), Anand Raj Anand (lyrics), Anees Bazmee, Kumaar (lyrics)","Anil Kapoor, Sanjay Dutt, Kangana Ranaut, Sunil Shetty",Action,Hindi,India,139,242116
966,Megamind,2010,Tom McGrath,"Alan Schoolcraft, Brent Simons","Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill",Animation,English,USA,95,148244405
988,Faster,2010,George Tillman Jr.,"Tony Gayton, Joe Gayton","Dwayne Johnson, Mauricio Lopez, Jim Gaines, Tom Berenger",Action,English,USA,98,23225911
989,Tees Maar Khan,2010,Farah Khan,"Vishal Dadlani (lyrics), Vishal Dadlani, Anvita Dutt Guptan (lyrics), Ashmith Kunder (screenplay), Shirish Kunder (dialogue), Shirish Kunder (screenplay), Shirish Kunder (story)","Akshay Kumar, Katrina Kaif, Akshaye Khanna, Rajiv Laxman",Comedy,Hindi,India,135,1076266
992,Rubber,2010,Quentin Dupieux,Quentin Dupieux,"Stephen Spinella, Jack Plotnick, Wings Hauser, Roxane Mesquida",Comedy,English,France,82,100000
1001,Douchebag,2010,Drake Doremus,"Andrew Dickler, Drake Doremus, Jonathan Schwartz, Lindsay Stidham","Andrew Dickler, Ben York Jones, Marguerite Moreau, Nicole Vicius",Comedy,English,USA,81,18117
1011,Dylan Dog: Dead of Night,2010,Kevin Munroe,"Thomas Dean Donnelly, Joshua Oppenheimer, Tiziano Sclavi (comic book series ""Dylan Dog"")","Brandon Routh, Anita Briem, Sam Huntington, Taye Diggs",Action,English,USA,107,856849
1015,Arrietty,2010,Hiromasa Yonebayashi,"Mary Norton (novel), Hayao Miyazaki (screenplay), Keiko Niwa (screenplay)","Moises Arias, Bridgit Mendler, David Henrie, Will Arnett",Animation,Japanese,Japan,94,19192510
1017,Incendies,2010,Denis Villeneuve,"Denis Villeneuve (scenario), Wajdi Mouawad (play), Valerie Beaugrand-Champagne (collaboration), Denis Villeneuve (dialogue)","Mustafa Kamel, Hussein Sami, Remy Girard, Melissa Desormeaux-Poulin",Drama,French,Canada,131,6857096
1019,I Love You Too,2010,Daina Reid,Peter Helliar,"Brendan Cowell, Peter Dinklage, Yvonne Strahovski, Peter Helliar",Comedy,English,Australia,107,874533
1023,Let Me In,2010,Matt Reeves,"Matt Reeves (screenplay), John Ajvide Lindqvist (screenplay ""Lat den ratte komma in""), John Ajvide Lindqvist (novel)","Kodi Smit-McPhee, Chloe Grace Moretz, Richard Jenkins, Cara Buono",Drama,English,UK,116,12134420
1035,Jackass 3D,2010,Jeff Tremaine,"Jeff Tremaine (concepts by), Johnny Knoxville (concepts by), Bam Margera (concepts by), Steve-O (concepts by), Chris Pontius (concepts by), Ryan Dunn (concepts by), Jason 'Wee Man' Acuna (concepts by), Preston Lacy (concepts by), Ehren McGhehey (concepts by), Dave England (concepts by), Spike Jonze (concepts by), Loomis Fall (concepts by), Barry Owen Smoler (concepts by), The Dudesons (concepts by), Dave Carnie (concepts by), Mike Kassak (concepts by), Madison Clapp (concepts by), Knate Lee (concepts by), Derek Freda (concepts by), Trip Taylor (concepts by), Sean Cliver (concepts by), Dimitry Elyashkevich (concepts by), J.P. Blackmon (concepts by), Rick Kosick (concepts by), Harrison Stone","Johnny Knoxville, Bam Margera, Ryan Dunn, Steve-O",Documentary,English,USA,94,117222007
1040,Yogi Bear,2010,Eric Brevig,"J.R. Ventimilia, Joshua Sternin, Brad Copeland, Joseph Barbera (characters), William Hanna (characters)","Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh",Animation,English,USA,80,100169068
1043,The Company Men,2010,John Wells,John Wells,"Ben Affleck, Tommy Lee Jones, Chris Cooper, Suzanne Rico",Drama,English,USA,104,4439063
1046,"Life, Above All",2010,Oliver Schmitz,"Dennis Foon (screenplay), Oliver Schmitz, Allan Stratton (novel)","Khomotso Manyaka, Keaobaka Makanyane, Harriet Lenabe, Lerato Mvelase",Drama,Southern Sotho,South Africa,100,134078
1051,Takers,2010,John Luessenhop,"Peter Allen, Gabriel Casseus, John Luessenhop, Avery Duff","Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy",Action,English,USA,107,57744720
1074,The Extra Man,2010,"Shari Springer Berman, Robert Pulcini","Robert Pulcini (screenplay), Jonathan Ames (screenplay), Shari Springer Berman (screenplay), Jonathan Ames (novel)","Paul Dano, Marian Seldes, Celia Weston, Patti D'Arbanville",Comedy,English,France,108,453079
1075,The Freebie,2010,Katie Aselton,Katie Aselton,"Katie Aselton, Dax Shepard, Maggie Phillips, Joshua Leonard",Comedy,English,USA,78,4500
1077,Country Strong,2010,Shana Feste,Shana Feste,"Gwyneth Paltrow, Tim McGraw, Garrett Hedlund, Leighton Meester",Drama,English,USA,117,20218921
1089,Salt,2010,Phillip Noyce,Kurt Wimmer,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski",Action,English,USA,100,118311368
1098,Despicable Me,2010,"Pierre Coffin, Chris Renaud","Cinco Paul (screenplay by), Ken Daurio (screenplay by), Sergio Pablos (based on a story by)","Steve Carell, Jason Segel, Russell Brand, Julie Andrews",Animation,English,USA,95,251476985
1101,I Saw the Devil,2010,Jee-woon Kim,"Jee-woon Kim (adaptation), Hoon-jung Park (screenplay)","Byung-Hun Lee, Min-sik Choi, Joon-Hyuk Lee, In-seo Kim",Action,Korean,South Korea,142,128392
1102,Veer,2010,Anil Sharma,"Shailesh Verma (screenplay & dialogue), Shaktimaan Talwar (screenplay & dialogue), Salman Khan (story), Pit Kuhlmann (script translation)","Salman Khan, Jackie Shroff, Mithun Chakraborty, Neena Gupta",Action,Hindi,India,169,499685
1110,Good Neighbors,2010,Jacob Tierney,"Chrystine Brouillet (novel), Jacob Tierney","Jay Baruchel, Anne-Marie Cadieux, Diane D'Aquila, Xavier Dolan",Drama,English,Canada,99,6805
1111,Diary of a Wimpy Kid,2010,Thor Freudenthal,"Jackie Filgo (screenplay), Jeff Filgo (screenplay), Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)","Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",Comedy,English,USA,94,64001297
1132,The Other Guys,2010,Adam McKay,"Adam McKay, Chris Henchy","Will Ferrell, Derek Jeter, Mark Wahlberg, Eva Mendes",Action,English,USA,107,119219978
1141,Twelve,2010,Joel Schumacher,"Jordan Melamed (screenplay), Nick McDonell (novel)","Chace Crawford, Rory Culkin, Philip Ettinger, Esti Ginzburg",Action,English,USA,93,181591
1145,Guzaarish,2010,Sanjay Leela Bhansali,"Sanjay Leela Bhansali (screenplay), Bhavani Iyer (dialogue), Bhavani Iyer (screenplay), Vibhu Puri (dialogue), Turaz (lyrics)","Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor",Drama,Hindi,India,126,1017335
1147,The Sorcerer's Apprentice,2010,Jon Turteltaub,"Lawrence Konner (screen story), Mark Rosenthal (screen story), Matt Lopez (screen story), Matt Lopez (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay)","Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer",Action,English,USA,109,63143812
1148,Boy,2010,Taika Waititi,Taika Waititi,"James Rolleston, Te Aho Eketone-Whitu, Taika Waititi, Moerangi Tihore",Comedy,English,New Zealand,87,242008
1150,Gainsbourg: A Heroic Life,2010,Joann Sfar,"Joann Sfar (graphic novel), Joann Sfar (screenplay), Declan May (dialogue)","Eric Elmosnino, Lucy Gordon, Laetitia Casta, Doug Jones",Biography,French,France,135,230311
1151,Caterpillar,2010,Koji Wakamatsu,"Hisako Kurosawa (screenplay), Masao Adachi (screenplay)","Shinobu Terajima, Keigo Kasuya, Emi Masuda, Sabu Kawahara",Drama,Japanese,Japan,85,2109
1157,RED,2010,Robert Schwentke,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Warren Ellis (graphic novel), Cully Hamner (graphic novel)","Bruce Willis, Mary-Louise Parker, Heidi von Palleske, Karl Urban",Action,English,USA,111,88900000
1162,Neds,2010,Peter Mullan,Peter Mullan,"Conor McCarron, Greg Forrest, Joe Szula, Mhairi Anderson",Drama,English,UK,124,283210
1171,The Ghost Writer,2010,Roman Polanski,"Robert Harris (screenplay), Roman Polanski (screenplay), Robert Harris (novel)","Ewan McGregor, Jon Bernthal, Tim Preece, Jim Belushi",Drama,English,France,128,11016593
1174,The Kids Are All Right,2010,Lisa Cholodenko,"Lisa Cholodenko, Stuart Blumberg","Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska",Comedy,English,USA,106,20803237
1177,The Last Godfather,2010,Hyung-rae Shim,Hyung-rae Shim,"Harvey Keitel, Jason Mewes, Michael Rispoli, Jocelin Donahue",Comedy,English,South Korea,100,163591
1183,My Soul to Take,2010,Wes Craven,Wes Craven,"Max Thieriot, John Magaro, Denzel Whitaker, Zena Grey",Horror,English,USA,107,14637490
1194,Raavanan,2010,Mani Ratnam,"Mani Ratnam (story), Mani Ratnam, Suhasini (dialogue)","Vikram, Aishwarya Rai Bachchan, Prithviraj Sukumaran, Priyamani",Action,Tamil,India,128,480703
1203,Post Mortem,2010,Pablo Larrain,"Eliseo Altunaga (screenplay advisor), Mateo Iribarren, Pablo Larrain","Alfredo Castro, Antonia Zegers, Jaime Vadell, Amparo Noguera",Drama,Spanish,Chile,98,2576
1213,Piranha 3D,2010,Alexandre Aja,"Pete Goldfinger, Josh Stolberg","Richard Dreyfuss, Ving Rhames, Elisabeth Shue, Christopher Lloyd",Comedy,English,USA,88,24900000
1219,Last Night,2010,Massy Tadjedin,Massy Tadjedin,"Keira Knightley, Sam Worthington, Guillaume Canet, Eva Mendes",Drama,English,USA,93,100000
1239,Submarine,2010,Richard Ayoade,"Richard Ayoade, Joe Dunthorne (novel)","Noah Taylor, Paddy Considine, Craig Roberts, Yasmin Paige",Comedy,English,UK,97,400000
1247,Going the Distance,2010,Nanette Burstein,Geoff LaTulippe,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis",Comedy,English,USA,102,17797316
1248,Exporting Raymond,2010,Philip Rosenthal,Philip Rosenthal,"Philip Rosenthal, Peter Boyle, Stanislav Duzhnikov, Eldar",Documentary,Russian,USA,86,83894
1257,Burlesque,2010,Steve Antin,Steve Antin,"Cher, Christina Aguilera, Eric Dane, Cam Gigandet",Drama,English,USA,119,39440655
1265,Route 132,2010,Louis Belanger,"Louis Belanger, Alexis Martin","Francois Papineau, Alexis Martin, Sophie Bourgeois, Andree Lachapelle",Drama,French,Canada,113,306103
1268,The Robber,2010,Benjamin Heisenberg,"Martin Prinz (novel), Benjamin Heisenberg, Martin Prinz","Andreas Lust, Markus Schleinzer, Roman Kettner, Hannelore Klauber-Laursen",Biography,German,Germany,101,82172
1274,Flipped,2010,Rob Reiner,"Rob Reiner (screenplay), Andrew Scheinman (screenplay), Wendelin Van Draanen (novel)","Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards",Comedy,English,USA,90,1752214
1278,Stake Land,2010,Jim Mickle,"Nick Damici, Jim Mickle","Connor Paolo, Gregory Jones, Traci Hovel, Nick Damici",Drama,English,USA,98,18469
1280,Ghetto Physics,2010,"William Arntz(co-director), E. Raymond Brown(co-director)","William Arntz, E. Raymond Brown","Mike Foy, Sabrina Revelle, Nina Daniels, Janeline Hayes",Drama,English,USA,94,10087
1282,Tucker and Dale vs Evil,2010,Eli Craig,"Eli Craig, Morgan Jurgenson","Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss",Comedy,English,Canada,89,154232
