Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
The Interview,2014,['Comedy'],Evan Goldberg,Dan Sterling,"['James Franco', 'Seth Rogen', 'Lizzy Caplan']",English,USA,112,4551688
The Frozen Ground,2013,"['Crime', 'Drama', 'Mystery', 'Thriller']",Scott Walker,Scott Walker,"['Nicolas Cage', 'Vanessa Hudgens', 'John Cusack']",English,USA,105,89515
I Am,2010,['Documentary'],Tom Shadyac,unknown,"['Ray Anderson', 'Marc Ian Barasch', 'Coleman Barks']",English,USA,78,1570251
Mother of George,2013,['Drama'],Andrew Dosunmu,Darci Picoult,"['Danai Gurira', 'Isaach De Bankole', 'Anthony Okungbowa']",English,Nigeria,107,145442
R100,2013,"['Comedy', 'Drama']",Hitoshi Matsumoto,Hitoshi Matsumoto,"['Nao Ohmori', 'Mao Daichi', 'Shinobu Terajima']",Japanese,Japan,99,24068
Blue Is the Warmest Color,2013,"['Drama', 'Romance']",Abdellatif Kechiche,Abdellatif Kechiche,"['Lea Seydoux', 'Adele Exarchopoulos', 'Salim Kechiouche']",French,France,180,46024509
Miral,2010,"['Drama', 'History']",Julian Schnabel,Rula Jebreal,"['Hiam Abbass', 'Asma Al Shiukhy', 'Neemeh Khalil']",English,France,112,371352
The Kind Words,2015,['Drama'],Shemi Zarhin,Shemi Zarhin,"['Rotem Zissman-Cohen', 'Rassabn Abes', 'Roy Assaf']",French,Israel,118,135016
Raajneeti,2010,"['Crime', 'Drama']",Prakash Jha,Sameer Anjaan,"['Ajay Devgn', 'Ranbir Kapoor', 'Nana Patekar']",Hindi,India,163,2000000
World War Z,2013,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",Marc Forster,Matthew Michael Carnahan,"['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz']",English,USA,116,202351611
Casting By,2012,['Documentary'],Tom Donahue,unknown,"['Deborah Aquila', 'Risa Bramon Garcia', 'Ellen Chenoweth']",English,USA,89,13960
Magic Mike,2012,"['Comedy', 'Drama']",Steven Soderbergh,Reid Carolin,"['Matthew McConaughey', 'Channing Tatum', 'Olivia Munn']",English,USA,110,113709992
Best Man Down,2012,"['Comedy', 'Drama']",Ted Koland,Ted Koland,"['Justin Long', 'Jess Weixler', 'Tyler Labine']",English,USA,89,1842
Page One: Inside the New York Times,2011,['Documentary'],Andrew Rossi,Kate Novack,"['Sarah Ellison', 'Larry Ingrassia', 'David Carr']",English,USA,92,1067028
One Missed Call,2008,"['Horror', 'Mystery']",Eric Valette,Andrew Klavan,"['Shannyn Sossamon', 'Edward Burns', 'Ana Claudia Talancon']",English,USA,87,26812746
Love Aaj Kal,2009,"['Comedy', 'Drama', 'Romance']",Imtiaz Ali,Imtiaz Ali,"['Saif Ali Khan', 'Deepika Padukone', 'Rishi Kapoor']",Hindi,India,128,2000000
The Queen of Versailles,2012,['Documentary'],Lauren Greenfield,unknown,"['Lorraine Barrett', 'June Downs', 'Phillip Froehlich']",English,USA,100,2401652
I Want Your Money,2010,['Documentary'],Ray Griggs,Randall Norman Desoto,"['Ken Blackwell', 'Andrew Breitbart', 'Chris Cox']",English,USA,92,425899
Nature Calls,2012,['Comedy'],Todd Rohal,Todd Rohal,"['Maura Tierney', 'Patton Oswalt', 'Robert Longstreet']",English,USA,79,382
Monster Hunt,2015,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Raman Hui,Alan Yuen,"['Baihe Bai', 'Boran Jing', 'Wu Jiang']",Mandarin,China,117,21074
Serena,2014,"['Drama', 'History', 'Romance']",Susanne Bier,Christopher Kyle,"['Bradley Cooper', 'Jennifer Lawrence', 'Rhys Ifans']",English,Czech Republic,109,326289
The Boxtrolls,2014,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Graham Annable,Irena Brignull,"['Steve Blum', 'Dee Bradley Baker', 'Max Mitchell']",English,USA,96,52098992
Extract,2009,"['Comedy', 'Crime', 'Romance']",Mike Judge,Mike Judge,"['Jason Bateman', 'Mila Kunis', 'Kristen Wiig']",English,USA,92,10642511
'71,2014,"['Action', 'Drama', 'Thriller', 'War']",Yann Demange,Gregory Burke,"['Jack OConnell', 'Jack Lowden', 'Paul Popplewell']",English,UK,99,1286219
The Counsellor,2013,"['Crime', 'Drama', 'Thriller']",Ridley Scott,Cormac McCarthy,"['Michael Fassbender', 'Penelope Cruz', 'Cameron Diaz']",English,UK,117,14696331
The Giant Mechanical Man,2012,"['Comedy', 'Drama', 'Romance']",Lee Kirk,Lee Kirk,"['Jenna Fischer', 'Chris Messina', 'Malin Akerman']",English,USA,94,5360
Twilight,2008,"['Drama', 'Fantasy', 'Romance']",Catherine Hardwicke,Melissa Rosenberg,"['Kristen Stewart', 'Sarah Clarke', 'Matt Bushell']",English,USA,122,191449475
Fort McCoy,2011,"['Drama', 'History', 'War']",Kate Connor,Kate Connor,"['Eric Stoltz', 'Kate Connor', 'Lyndsy Fonseca']",English,USA,100,78196
Little Birds,2011,['Drama'],Elgin James,Elgin James,"['Juno Temple', 'Kay Panabaker', 'Kate Bosworth']",English,USA,94,16590
Janis: Little Girl Blue,2015,"['Documentary', 'Biography', 'Music']",Amy Berg,unknown,"['Janis Joplin', 'Cat Power', 'Karleen Bennett']",English,USA,103,410465
Flash of Genius,2008,"['Biography', 'Drama']",Marc Abraham,Philip Railsback,"['Greg Kinnear', 'Tim Eddis', 'Warren Belle']",English,Canada,119,4234040
Memories of the Sword,2015,"['Action', 'Drama', 'History']",Heung-sik Park,Ah-reum Choi,"['Byung-Hun Lee', 'Go-eun Kim', 'Do-yeon Jeon']",Korean,South Korea,120,109972
Detective Chinatown,2015,"['Action', 'Comedy', 'Mystery']",Sicheng Chen,Sicheng Chen,"['Chengpeng Dong', 'Yedda Chen', 'Haoran Liu']",Mandarin,China,136,435718
Winnebago Man,2009,"['Documentary', 'Biography', 'Comedy']",Ben Steinbauer,Malcolm Pullinger,"['Jack Rebney', 'Ben Steinbauer', 'Keith Gordon']",English,USA,85,17817400
Fury,2014,"['Action', 'Drama', 'War']",David Ayer,David Ayer,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman']",English,USA,134,72609225
American Teen,2008,['Documentary'],Nanette Burstein,Nanette Burstein,"['Jake Tusing', 'Megan Krizmanich', 'Colin Clemens']",English,USA,95,785817
Hereafter,2010,"['Drama', 'Fantasy']",Clint Eastwood,Peter Morgan,"['Cecile de France', 'Thierry Neuvic', 'Cyndi Mayo']",English,USA,129,32741596
Promised Land,2012,['Drama'],Gus Van Sant,John Krasinski,"['Matt Damon', 'Benjamin Sheeler', 'Terry Kinney']",English,USA,106,7600000
Iron Sky,2012,"['Action', 'Comedy', 'Sci-Fi']",Timo Vuorensola,Jarmo Puskala,"['Julia Dietze', 'Christopher Kirby', 'Gotz Otto']",English,Finland,93,66076
The Rite,2011,"['Drama', 'Horror', 'Mystery', 'Thriller']",Mikael Hafstrom,Michael Petroni,"['Anthony Hopkins', 'Colin ODonoghue', 'Alice Braga']",English,USA,114,33037754
Goliyon Ki Rasleela Ram-Leela,2013,"['Drama', 'Musical', 'Romance']",Sanjay Leela Bhansali,Sanjay Leela Bhansali,"['Ranveer Singh', 'Deepika Padukone', 'Supriya Pathak']",Hindi,India,150,2386695
House at the End of the Street,2012,"['Drama', 'Horror', 'Thriller']",Mark Tonderai,David Loucka,"['Jennifer Lawrence', 'Max Thieriot', 'Elisabeth Shue']",English,Canada,101,31600000
Sleep Dealer,2008,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']",Alex Rivera,Alex Rivera,"['Luis Fernando Pena', 'Metztli Adamina', 'Jose Concepcion Macias']",Spanish,USA,90,35050
Forks Over Knives,2011,['Documentary'],Lee Fulkerson,Lee Fulkerson,"['Lee Fulkerson', 'Matthew Lederman', 'Alona Pulde']",English,USA,90,1000000
Trouble the Water,2008,['Documentary'],Carl Deal,unknown,"['Michael Brown', 'George W. Bush', 'Julie Chen']",English,USA,93,146384
"A Woman, a Gun and a Noodle Shop",2009,"['Comedy', 'Drama']",Yimou Zhang,Zhengchao Xu,"['Honglei Sun', 'Shenyang Xiao', 'Yan Ni']",Mandarin,China,95,190666
Felony,2013,['Thriller'],Matthew Saville,Joel Edgerton,"['Jai Courtney', 'Joel Edgerton', 'Mark Simpson']",English,Australia,105,185429
The Twilight Saga: Breaking Dawn - Part 1,2011,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Bill Condon,Melissa Rosenberg,"['Taylor Lautner', 'Gil Birmingham', 'Billy Burke']",English,USA,117,281267663
Legend,2015,"['Biography', 'Crime', 'Drama', 'Thriller']",Brian Helgeland,Brian Helgeland,"['Paul Anderson', 'Tom Hardy', 'Christopher Eccleston']",English,UK,132,14146549
Motherhood,2009,"['Comedy', 'Drama']",Katherine Dieckmann,Katherine Dieckmann,"['Uma Thurman', 'Anthony Edwards', 'David Schallipp']",English,USA,90,50081
Oorlogswinter,2008,"['Drama', 'History', 'War']",Martin Koolhoven,Martin Koolhoven,"['Martijn Lakemeier', 'Yorick van Wageningen', 'Jamie Campbell Bower']",Dutch,Netherlands,103,200000
The Gift,2015,"['Drama', 'Mystery', 'Thriller']",Joel Edgerton,Joel Edgerton,"['Jason Bateman', 'Rebecca Hall', 'Joel Edgerton']",English,USA,108,33061006
Unfinished Song,2012,"['Comedy', 'Drama', 'Music', 'Romance']",Paul Andrew Williams,Paul Andrew Williams,"['Terence Stamp', 'Vanessa Redgrave', 'Gemma Arterton']",English,UK,90,1676463
Dawn of the Planet of the Apes,2014,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Matt Reeves,Mark Bomback,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman']",English,USA,130,183278877
Animals United,2010,"['Animation', 'Adventure', 'Comedy', 'Family']",Reinhard Klooss,Simon Hauschild,"['James Corden', 'Stephen Fry', 'Andy Serkis']",German,Germany,93,550851
Piku,2015,"['Comedy', 'Drama']",Shoojit Sircar,Juhi Chaturvedi,"['Deepika Padukone', 'Amitabh Bachchan', 'Irrfan Khan']",Hindi,India,123,1801806
Date Night,2010,"['Comedy', 'Crime', 'Romance', 'Thriller']",Shawn Levy,Josh Klausner,"['Steve Carell', 'Tina Fey', 'Mark Wahlberg']",English,USA,88,98710290
Deliver Us from Evil,2014,"['Horror', 'Mystery', 'Thriller']",Scott Derrickson,Scott Derrickson,"['Eric Bana', 'Edgar Ramirez', 'Olivia Munn']",English,USA,118,18871466
Kings of Pastry,2009,"['Documentary', 'Drama', 'Family', 'History']",Chris Hegedus,unknown,"['Jacquy Pfeiffer', 'Regis Lazard', 'Philippe Rigollot']",English,Netherlands,87,336095
The Concert,2009,"['Comedy', 'Drama', 'Music']",Radu Mihaileanu,Radu Mihaileanu,"['Aleksey Guskov', 'Dmitriy Nazarov', 'Melanie Laurent']",French,France,119,65547400
I'm Your Hero,2014,"['Action', 'Comedy', 'Romance']",David Dhawan,Tushar Hiranandani,"['Varun Dhawan', 'Ileana DCruz', 'Nargis Fakhri']",Hindi,India,128,274579
Klown Forever,2015,"['Comedy', 'Drama']",Mikkel Norgaard,Casper Christensen,"['Casper Christensen', 'Frank Hvam', 'Gemma Karlsen']",Danish,Denmark,99,860
The Two Faces of January,2014,"['Romance', 'Thriller']",Hossein Amini,Hossein Amini,"['Oscar Isaac', 'Viggo Mortensen', 'Kirsten Dunst']",English,UK,96,1638101
When Harry Tries to Marry,2011,"['Comedy', 'Romance']",Nayan Padrai,Ralph Stein,"['Rahul Rai', 'Stefanie Estes', 'Freishia Bomanbehram']",English,USA,93,38261
Wild,2014,"['Adventure', 'Biography', 'Drama']",Jean-Marc Vallee,Nick Hornby,"['Reese Witherspoon', 'Laura Dern', 'Thomas Sadoski']",English,USA,115,24673716
Insurgent,2015,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Robert Schwentke,Brian Duffield,"['Kate Winslet', 'Jai Courtney', 'Mekhi Phifer']",English,USA,119,114138208
Silent House,2011,"['Drama', 'Horror', 'Mystery', 'Thriller']",Chris Kentis,Gustavo Hernandez,"['Elizabeth Olsen', 'Adam Trese', 'Eric Sheffer Stevens']",English,France,86,9921042
Cave of Forgotten Dreams,2010,"['Documentary', 'History']",Werner Herzog,Werner Herzog,"['Werner Herzog', 'Jean Clottes', 'Julien Monney']",English,Canada,90,5234785
The Girl Who Kicked the Hornet's Nest,2009,"['Crime', 'Drama', 'Thriller']",Daniel Alfredson,Stieg Larsson,"['Michael Nyqvist', 'Noomi Rapace', 'Lena Endre']",Swedish,Sweden,147,5188972
In Bruges,2008,"['Comedy', 'Crime', 'Drama', 'Thriller']",Martin McDonagh,Martin McDonagh,"['Elizabeth Berrington', 'Rudy Blomme', 'Olivier Bonjour']",English,UK,107,7550836
Prom,2011,"['Comedy', 'Drama', 'Family', 'Romance']",Joe Nussbaum,Katie Wech,"['Aimee Teegarden', 'Thomas McDonell', 'DeVaughn Nixon']",English,USA,104,10106233
The Legend of Hercules,2014,"['Action', 'Adventure', 'Fantasy']",Renny Harlin,Sean Hood,"['Kellan Lutz', 'Gaia Weiss', 'Scott Adkins']",English,USA,99,14739982
Reuniting the Rubins,2010,"['Comedy', 'Drama', 'Family']",Yoav Factor,Yoav Factor,"['Timothy Spall', 'James Callis', 'Rhona Mitra']",English,UK,97,13287
Saw V,2008,"['Crime', 'Horror', 'Mystery', 'Thriller']",David Hackl,Patrick Melton,"['Tobin Bell', 'Costas Mandylor', 'Scott Patterson']",English,USA,92,56729973
5 to 7,2014,"['Comedy', 'Drama', 'Romance']",Victor Levin,Victor Levin,"['Anton Yelchin', 'Berenice Marlohe', 'David Shannon']",English,USA,95,117066
The Autobiography of Nicolae Ceausescu,2010,"['Documentary', 'Biography', 'History']",Andrei Ujica,Andrei Ujica,"['Nicolae Ceausescu', 'Elena Ceausescu', 'Stefan Andrei']",Romanian,Romania,180,33292
Summer Wars,2009,"['Animation', 'Action', 'Comedy', 'Drama', 'Family', 'Romance', 'Sci-Fi', 'Thriller']",Mamoru Hosoda,Mamoru Hosoda,"['Ryunosuke Kamiki', 'Nanami Sakuraba', 'Mitsuki Tanimura']",Japanese,Japan,114,78182
Hell Ride,2008,"['Action', 'Drama', 'Thriller']",Larry Bishop,Larry Bishop,"['Julia Jones', 'Larry Bishop', 'Leonor Varela']",English,USA,84,194287
Madagascar: Escape 2 Africa,2008,"['Animation', 'Adventure', 'Comedy', 'Family']",Eric Darnell,Etan Cohen,"['Ben Stiller', 'Chris Rock', 'David Schwimmer']",English,USA,89,179982968
Alien Abduction,2014,"['Horror', 'Sci-Fi', 'Thriller']",Matty Beckerman,Robert Lewis,"['Katherine Sigismund', 'Corey Eid', 'Riley Polanski']",English,USA,85,10514
Spectre,2015,"['Action', 'Adventure', 'Thriller']",Sam Mendes,John Logan,"['Daniel Craig', 'Christoph Waltz', 'Lea Seydoux']",English,UK,148,208777731
Steve Jobs,2015,"['Biography', 'Drama']",Danny Boyle,Aaron Sorkin,"['Michael Fassbender', 'Kate Winslet', 'Seth Rogen']",English,UK,122,12403169
Never Let Me Go,2010,"['Drama', 'Romance', 'Sci-Fi']",Mark Romanek,Kazuo Ishiguro,"['Carey Mulligan', 'Andrew Garfield', 'Izzy Meikle-Small']",English,UK,103,2412045
New in Town,2009,"['Comedy', 'Romance']",Jonas Elmer,Ken Rance,"['Renee Zellweger', 'Harry Connick Jr.', 'Siobhan Fallon Hogan']",English,USA,97,16699684
TRON: Legacy,2010,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Joseph Kosinski,Edward Kitsis,"['Jeff Bridges', 'Garrett Hedlund', 'Olivia Wilde']",English,USA,125,172051787
Hesher,2010,"['Comedy', 'Drama']",Spencer Susser,Spencer Susser,"['Joseph Gordon-Levitt', 'Devin Brochu', 'Rainn Wilson']",English,USA,106,300000
Leap Year,2010,"['Comedy', 'Romance']",Anand Tucker,Deborah Kaplan,"['Amy Adams', 'Matthew Goode', 'Adam Scott']",English,USA,100,25893485
Apart,2011,"['Drama', 'Mystery', 'Romance']",Aaron Rottinghaus,Josh Danziger,"['Olesya Rulin', 'Josh Danziger', 'Bruce McGill']",English,USA,85,3161
The Social Network,2010,"['Biography', 'Drama']",David Fincher,Aaron Sorkin,"['Jesse Eisenberg', 'Rooney Mara', 'Bryan Barter']",English,USA,120,96400000
Avatar,2009,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",James Cameron,James Cameron,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']",English,UK,162,749700000
Gimme Shelter,2013,['Drama'],Ron Krauss,Ron Krauss,"['Brendan Fraser', 'Rosario Dawson', 'Ann Dowd']",English,USA,101,1359563
Zombieland,2009,"['Adventure', 'Comedy', 'Horror', 'Sci-Fi']",Ruben Fleischer,Rhett Reese,"['Jesse Eisenberg', 'Woody Harrelson', 'Emma Stone']",English,USA,88,75590286
The Muppets,2011,"['Adventure', 'Comedy', 'Family', 'Musical']",James Bobin,Jason Segel,"['Jason Segel', 'Amy Adams', 'Chris Cooper']",English,USA,103,88625922
Thanks for Sharing,2012,"['Comedy', 'Drama', 'Romance']",Stuart Blumberg,Stuart Blumberg,"['Mark Ruffalo', 'Tim Robbins', 'Gwyneth Paltrow']",English,USA,112,752929
Truth,2015,"['Biography', 'Drama', 'History']",James Vanderbilt,James Vanderbilt,"['Cate Blanchett', 'Robert Redford', 'Topher Grace']",English,Australia,125,1580106
Lucy,2014,"['Action', 'Sci-Fi', 'Thriller']",Luc Besson,Luc Besson,"['Scarlett Johansson', 'Morgan Freeman', 'Min-sik Choi']",English,France,89,108521370
Madame Bovary,2014,['Drama'],Sophie Barthes,Felipe Marino,"['Mia Wasikowska', 'Rhys Ifans', 'Ezra Miller']",English,Germany,118,183185
Camille Claudel 1915,2013,"['Biography', 'Drama']",Bruno Dumont,Paul Claudel,"['Juliette Binoche', 'Jean-Luc Vincent', 'Jessica Errero']",French,France,95,22540
Milenge Milenge,2010,"['Drama', 'Romance']",Satish Kaushik,Shiraz Ahmed,"['Kareena Kapoor Khan', 'Shahid Kapoor', 'Aarti Chhabria']",Hindi,India,109,48172
Agora,2009,"['Adventure', 'Biography', 'Drama', 'History', 'Romance']",Alejandro Amenabar,Alejandro Amenabar,"['Rachel Weisz', 'Max Minghella', 'Oscar Isaac']",English,Spain,127,600000
Weekend,2011,"['Drama', 'Romance']",Andrew Haigh,Andrew Haigh,"['Tom Cullen', 'Chris New', 'Jonathan Race']",English,UK,97,317593
The Woman in the Fifth,2011,"['Drama', 'Mystery', 'Thriller']",Pawel Pawlikowski,Douglas Kennedy,"['Ethan Hawke', 'Kristin Scott Thomas', 'Joanna Kulig']",English,France,84,112498
The Outrage,2010,"['Action', 'Crime', 'Drama', 'Thriller']",Takeshi Kitano,Takeshi Kitano,"['Takeshi Kitano', 'Kippei Shina', 'Ryo Kase']",Japanese,Japan,109,29633
Cropsey,2009,"['Documentary', 'Crime', 'Horror']",Barbara Brancaccio,Joshua Zeman,"['Joshua Zeman', 'Barbara Brancaccio', 'Bill Ellis']",English,USA,84,42393
Cracks,2009,"['Drama', 'Thriller']",Jordan Scott,Ben Court,"['Eva Green', 'Juno Temple', 'Maria Valverde']",English,UK,104,17595
Neil Young Journeys,2011,"['Documentary', 'Music']",Jonathan Demme,unknown,['Neil Young'],English,USA,87,214588
Smashed,2012,['Drama'],James Ponsoldt,Susan Burke,"['Mary Elizabeth Winstead', 'Aaron Paul', 'Nick Offerman']",English,USA,81,375981
The Ghost Writer,2010,"['Drama', 'Mystery', 'Thriller']",Roman Polanski,Robert Harris,"['Ewan McGregor', 'Jon Bernthal', 'Tim Preece']",English,France,128,11016593
Mission: Impossible - Rogue Nation,2015,"['Action', 'Adventure', 'Thriller']",Christopher McQuarrie,Christopher McQuarrie,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg']",English,USA,131,154979949
The Letters,2014,['Drama'],William Riead,William Riead,"['Juliet Stevenson', 'Max von Sydow', 'Rutger Hauer']",English,USA,114,1053288
The Theory of Everything,2014,"['Biography', 'Drama', 'Romance']",James Marsh,Anthony McCarten,"['Eddie Redmayne', 'Felicity Jones', 'Tom Prior']",English,UK,123,35887263
Warm Bodies,2013,"['Comedy', 'Horror', 'Romance']",Jonathan Levine,Isaac Marion,"['Nicholas Hoult', 'Teresa Palmer', 'Analeigh Tipton']",English,USA,98,65000000
Fish Tank,2009,['Drama'],Andrea Arnold,Andrea Arnold,"['Katie Jarvis', 'Michael Fassbender', 'Kierston Wareing']",English,Netherlands,123,187074
Tere Naal Love Ho Gaya,2012,"['Comedy', 'Drama', 'Romance']",Mandeep Kumar,Abhijeet Sandhu,"['Riteish Deshmukh', 'Genelia DSouza', 'Om Puri']",Hindi,India,130,177472
Big Game,2014,"['Action', 'Adventure', 'Crime', 'Thriller']",Jalmari Helander,Jalmari Helander,"['Samuel L. Jackson', 'Onni Tommila', 'Ray Stevenson']",English,UK,110,17408
The Innkeepers,2011,"['Drama', 'Horror', 'Mystery']",Ti West,Ti West,"['Sara Paxton', 'Pat Healy', 'Alison Bartlett']",English,USA,101,77501
Rush,2013,"['Action', 'Biography', 'Drama', 'Sport']",Ron Howard,Peter Morgan,"['Chris Hemsworth', 'Daniel Bruhl', 'Olivia Wilde']",English,UK,123,22442876
The Overnighters,2014,"['Documentary', 'Drama']",Jesse Moss,Jesse Moss,"['Jay Reinke', 'Andrea Reinke', 'Alan Mezo']",English,USA,102,100022
Black Dynamite,2009,"['Action', 'Comedy']",Scott Sanders,Michael Jai White,"['Phyllis Applegate', 'Obba Babatunde', 'William Bassett']",English,USA,84,131862
Insidious: Chapter 2,2013,"['Horror', 'Mystery', 'Thriller']",James Wan,Leigh Whannell,"['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins']",English,USA,106,71401629
Searching for Sugar Man,2012,"['Documentary', 'Biography', 'Music']",Malik Bendjelloul,Malik Bendjelloul,"['Stephen Sugar Segerman', 'Dennis Coffey', 'Mike Theodore']",English,Sweden,86,3100000
The Intern,2015,"['Comedy', 'Drama']",Nancy Meyers,Nancy Meyers,"['Robert De Niro', 'Anne Hathaway', 'Rene Russo']",English,USA,121,60886513
TT3D: Closer to the Edge,2011,"['Documentary', 'Sport']",Richard De Aragues,unknown,"['Guy Martin', 'Ian Hutchinson', 'John McGuinness']",English,UK,104,312998
Samsara,2011,"['Documentary', 'Music']",Ron Fricke,Ron Fricke,"['Balinese Tari Legong Dancers', 'Ni Made Megahadi Pratiwi', 'Puti Sri Candra Dewi']",None,USA,102,1701381
The Sea of Trees,2015,['Drama'],Gus Van Sant,Chris Sparling,"['Matthew McConaughey', 'Ryoko Seta', 'Sienna Tow']",English,USA,110,20083
10 Years,2011,"['Comedy', 'Drama', 'Romance']",Jamie Linden,Jamie Linden,"['Channing Tatum', 'Jenna Dewan', 'Justin Long']",English,USA,100,201146
How to Train Your Dragon 2,2014,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Dean DeBlois,Dean DeBlois,"['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler']",English,USA,102,147065544
As I Lay Dying,2013,['Drama'],James Franco,William Faulkner,"['James Franco', 'Tim Blake Nelson', 'Jim Parrack']",English,USA,110,15009
Neon Bull,2015,['Drama'],Gabriel Mascaro,Gabriel Mascaro,"['Juliano Cazarre', 'Maeve Jinkings', 'Josinaldo Alves']",Portuguese,Brazil,101,26353
De Dana Dan,2009,"['Comedy', 'Crime']",Priyadarshan,Jay Master,"['Akshay Kumar', 'Sunil Shetty', 'Katrina Kaif']",Hindi,India,162,1000000
