Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Smurfs: The Lost Village,2017,Animation,Kelly Asbury,Stacey Harman,Demi Lovato,English,USA,90,45011202
Angels & Demons,2009,Mystery,Ron Howard,David Koepp ,Tom Hanks,English,USA,138,133375846
Collateral Beauty,2016,Drama,David Frankel,Allan Loeb,Will Smith,English,USA,97,30982955
Sunshine Cleaning,2008,Comedy,Christine Jeffs,Megan Holley,Amy Adams,English,USA,91,12033702
Equity,2016,Drama,Meera Menon,Sarah Megan Thomas ,Anna Gunn,English,USA,100,1605197
Storks,2016,Animation,Nicholas Stoller,Nicholas Stoller,Andy Samberg,English,USA,87,72655779
Black Death,2010,Action,Christopher Smith,Dario Poloni ,Sean Bean,English,Germany,102,22045
The Rocker,2008,Comedy,Peter Cattaneo,Maya Forbes ,Rainn Wilson,English,USA,102,6339401
Speed Sisters,2015,Documentary,Amber Fares,unknown,unknown,Arabic,Palestine,78,2753
Killing Season,2013,Action,Mark Steven Johnson,Evan Daugherty,Robert De Niro,English,USA,91,27713
The Conjuring,2013,Horror,James Wan,Chad Hayes,Vera Farmiga,English,USA,112,137387272
Pirates of the Caribbean: Dead Men Tell No Tales,2017,Action,Joachim Ronning,Jeff Nathanson ,Johnny Depp,English,USA,129,172537139
Dallas Buyers Club,2013,Biography,Jean-Marc Vallee,Craig Borten,Matthew McConaughey,English,USA,117,23750994
Call Me Kuchu,2012,Documentary,Katherine Fairfax Wright,Katherine Fairfax Wright,David Bahati,English,USA,87,8941
The Trouble with Bliss,2011,Comedy,Michael Knowles,Michael Knowles,Michael C. Hall,English,USA,97,10911
"Yoo-Hoo, Mrs. Goldberg",2009,Documentary,Aviva Kempner,unknown,Gertrude Berg,English,USA,92,722545
Shaadi Ke Side Effects,2014,Comedy,Saket Chaudhary,Saket Chaudhary ,Farhan Akhtar,Hindi,India,145,856323
I Love You Phillip Morris,2009,Biography,Glenn Ficarra,John Requa,Jim Carrey,English,France,98,2026852
Husbands in Goa,2012,Comedy,Saji Surendran,Krishna Poojappura,Asif Ali,Malayalam,India,140,10135
Operation Mekong,2016,Action,Dante Lam,Dante Lam ,Hanyu Zhang,Mandarin,China,123,799607
Tamara Drewe,2010,Comedy,Stephen Frears,Posy Simmonds ,Gemma Arterton,English,UK,107,560101
My Entire High School Sinking Into the Sea,2016,Animation,Dash Shaw,Dash Shaw,Jason Schwartzman,English,USA,75,65250
Undefeated,2011,Documentary,Daniel Lindsay,unknown,Montrail 'Money' Brown,English,USA,113,561054
A Hijacking,2012,Drama,Tobias Lindholm,Tobias Lindholm,Pilou Asbaek,Danish,Denmark,103,269428
Mission: Impossible - Ghost Protocol,2011,Action,Brad Bird,Bruce Geller ,Tom Cruise,English,USA,132,209364921
The Inevitable Defeat of Mister & Pete,2013,Drama,George Tillman Jr.,Michael Starrbury,Skylan Brooks,English,USA,108,487348
Night at the Museum: Secret of the Tomb,2014,Adventure,Shawn Levy,David Guion ,Ben Stiller,English,UK,98,81522782
The Zookeeper's Wife,2017,Biography,Niki Caro,Angela Workman ,Jessica Chastain,English,Czech Republic,127,17407536
Jazbaa,2015,Action,Sanjay Gupta,Deepak Venkatesha ,Aishwarya Rai Bachchan,Hindi,India,119,54680
Mother's Day,2016,Comedy,Garry Marshall,Anya Kochoff ,Jennifer Aniston,English,USA,118,29149230
Bride Flight,2008,Drama,Ben Sombogaart,Marieke van der Pol ,Karina Smulders,Dutch,Netherlands,130,497252
La pirogue,2012,Drama,Moussa Toure,Abasse Ndione ,Souleymane Seye Ndiaye,French,France,87,11165
Silent Night,2012,Comedy,Steven C. Miller,Jayson Rothwell ,Malcolm McDowell,English,Canada,94,9672
Amigo,2010,Drama,John Sayles,John Sayles,Arthur Acuna,English,USA,124,183490
Jiro Dreams of Sushi,2011,Documentary,David Gelb,unknown,Jiro Ono,Japanese,USA,81,200000
Price Check,2012,Comedy,Michael Walker,Michael Walker,Eric Mabius,English,USA,92,4669
Comic-Con Episode IV: A Fan's Hope,2011,Documentary,Morgan Spurlock,Jeremy Chilnick,Kevin Smith,English,USA,88,34665
Phoenix Forgotten,2017,Horror,Justin Barber,T.S. Nowlin,Florence Hartigan,English,USA,87,3599570
A Gentleman,2017,Action,Krishna D.K.,Raj Nidimoru ,Sidharth Malhotra,Hindi,India,145,407213
Norwegian Wood,2010,Drama,Anh Hung Tran,Haruki Murakami ,Ken'ichi Matsuyama,Japanese,Japan,133,13000
The Unknown Girl,2016,Crime,Jean-Pierre Dardenne,Jean-Pierre Dardenne ,Adele Haenel,French,Belgium,113,142332
The Taking of Pelham 123,2009,Action,Tony Scott,Brian Helgeland ,Denzel Washington,English,USA,106,65452312
The Conspirator,2010,Crime,Robert Redford,James D. Solomon,James McAvoy,English,USA,122,11538204
Mugabe and the White African,2009,Documentary,Lucy Bailey,unknown,unknown,English,UK,90,454200
Simon & the Oaks,2011,Drama,Lisa Ohlin,Marnie Blok ,Bill Skarsgard,Swedish,Sweden,122,106875
Anonymous,2011,Drama,Roland Emmerich,John Orloff,Rhys Ifans,English,UK,130,4463292
Battle of the Sexes,2017,Biography,Jonathan Dayton,Simon Beaufoy,Emma Stone,English,UK,121,12552907
The Wolfpack,2015,Documentary,Crystal Moselle,unknown,Bhagavan Angulo,English,USA,90,1300447
Bernie,2011,Biography,Richard Linklater,Skip Hollandsworth ,Jack Black,English,USA,104,5900000
Ghost Rider: Spirit of Vengeance,2011,Action,Mark Neveldine,Scott M. Gimple ,Nicolas Cage,English,USA,96,51774002
Winchester,2018,Biography,Michael Spierig,Tom Vaughan,Helen Mirren,English,Australia,99,24553838
The Pervert's Guide to Ideology,2012,Documentary,Sophie Fiennes,Slavoj Zizek ,Slavoj Zizek,English,UK,136,66236
Wild Grass,2009,Drama,Alain Resnais,Christian Gailly ,Sabine Azema,French,France,104,403649
Six Dance Lessons in Six Weeks,2014,Comedy,Arthur Allan Seidelman,Richard Alfieri ,Gena Rowlands,English,Hungary,107,73613
The Green Hornet,2011,Action,Michel Gondry,Seth Rogen,Seth Rogen,English,USA,119,98000000
The Great Buck Howard,2008,Comedy,Sean McGinly,Sean McGinly,John Malkovich,English,USA,90,606264
Pirates of the Caribbean: On Stranger Tides,2011,Action,Rob Marshall,Ted Elliott ,Johnny Depp,English,USA,136,241063875
Welcome to the Punch,2013,Action,Eran Creevy,Eran Creevy,James McAvoy,English,UK,99,6787
The Angels' Share,2012,Comedy,Ken Loach,Paul Laverty ,Paul Brannigan,English,UK,101,687405
Hell or High Water,2016,Action,David Mackenzie,Taylor Sheridan,Dale Dickey,English,USA,102,26973524
Killer Elite,2011,Action,Gary McKendry,Matt Sherring ,Jason Statham,English,UK,116,25093607
Wake Up Sid,2009,Comedy,Ayan Mukherjee,Ayan Mukherjee ,Ranbir Kapoor,Hindi,India,138,611574
Sorority Row,2009,Horror,Stewart Hendler,Josh Stolberg ,Teri Andrez,English,USA,101,11915856
Law Abiding Citizen,2009,Crime,F. Gary Gray,Kurt Wimmer,Jamie Foxx,English,USA,109,73343413
Mojin - The Lost Legend,2015,Action,Wuershan,Chia-Lu Chang ,Kun Chen,Mandarin,China,127,1243810
Conan the Barbarian,2011,Action,Marcus Nispel,Thomas Dean Donnelly,Jason Momoa,English,USA,113,21300000
Goodbye Christopher Robin,2017,Biography,Simon Curtis,Frank Cottrell Boyce,Vicki Pepperdine,English,UK,107,1659463
Riddick,2013,Action,David Twohy,David Twohy,Vin Diesel,English,Canada,119,35512027
Step Up Revolution,2012,Drama,Scott Speer,Amanda Brody,Cleopatra Coleman,English,USA,99,35057332
Insidious,2010,Horror,James Wan,Leigh Whannell,Patrick Wilson,English,USA,103,53700000
The Art of Getting By,2011,Drama,Gavin Wiesen,Gavin Wiesen,Freddie Highmore,English,USA,83,1429260
Stop the Pounding Heart,2013,Documentary,Roberto Minervini,Roberto Minervini ,Sara Carlson,English,USA,98,2363
Argo,2012,Biography,Ben Affleck,Chris Terrio ,Ben Affleck,English,USA,120,136019448
Maggie,2015,Drama,Henry Hobson,John Scott 3,Arnold Schwarzenegger,English,USA,95,136397
C.O.G.,2013,Comedy,Kyle Patrick Alvarez,Kyle Patrick Alvarez,Jonathan Groff,English,USA,88,55301
Twins 2,2017,Action,David Dhawan,Yunus Sajawal ,Varun Dhawan,Hindi,India,145,1184239
My Life in Ruins,2009,Comedy,Donald Petrie,Mike Reiss,Nia Vardalos,English,USA,95,8474608
Rockstar,2011,Drama,Imtiaz Ali,Imtiaz Ali,Ranbir Kapoor,Hindi,India,159,985912
All Is Bright,2013,Comedy,Phil Morrison,Melissa James Gibson,Paul Giamatti,English,USA,107,4556
The Debt,2010,Drama,John Madden,Matthew Vaughn ,Helen Mirren,English,USA,113,31146570
Draft Day,2014,Drama,Ivan Reitman,Scott Rothman,Chris Berman,English,USA,110,21105891
Zoolander 2,2016,Comedy,Ben Stiller,Justin Theroux,Justin Bieber,English,USA,101,29782560
Machete Kills,2013,Action,Robert Rodriguez,Kyle Ward ,Danny Trejo,English,USA,107,5658869
Stand Clear of the Closing Doors,2013,Drama,Sam Fleischner,Rose Lichter-Marck ,Andrea Suarez Paz,English,USA,102,7000
Percy Jackson: Sea of Monsters,2013,Adventure,Thor Freudenthal,Marc Guggenheim ,Logan Lerman,English,USA,106,68558662
Fist Fight,2017,Comedy,Richie Keen,Van Robichaux ,Charlie Day,English,USA,91,32153522
Don't Be Afraid of the Dark,2010,Fantasy,Troy Nixey,Guillermo del Toro ,Bruce Gleeson,English,USA,99,23900000
The Last Stand,2013,Action,Jee-woon Kim,Andrew Knauer,Arron Shiver,English,USA,107,12000000
West of Memphis,2012,Documentary,Amy Berg,Amy Berg,Michael Baden,English,New Zealand,147,309864
Coriolanus,2011,Drama,Ralph Fiennes,John Logan ,Gerard Butler,English,UK,123,487578
Soul Men,2008,Comedy,Malcolm D. Lee,Robert Ramsey,Samuel L. Jackson,English,USA,100,11966888
The Last Station,2009,Biography,Michael Hoffman,Michael Hoffman ,Helen Mirren,English,UK,112,6500000
Death by China,2012,Documentary,Peter Navarro,Peter Navarro,Martin Sheen,English,USA,78,37412
Transformers: The Last Knight,2017,Action,Michael Bay,Art Marcum ,Mark Wahlberg,English,USA,154,130104634
Complete Unknown,2016,Drama,Joshua Marston,Joshua Marston,Erin Darke,English,USA,91,187145
Wild Canaries,2014,Comedy,Lawrence Michael Levine,Lawrence Michael Levine,Sophia Takal,English,USA,96,5726
The People vs. Fritz Bauer,2015,Biography,Lars Kraume,Lars Kraume ,Rudiger Klink,German,Germany,105,277636
Rough and Corny,2008,Comedy,Carlos Cuaron,Carlos Cuaron ,Gael Garcia Bernal,Spanish,Mexico,103,1746295
Hancock,2008,Action,Peter Berg,Vincent Ngo,Will Smith,English,USA,92,227946274
Madea Goes to Jail,2009,Comedy,Tyler Perry,Tyler Perry ,Tyler Perry,English,USA,103,90485233
Wei ai zhi jian ru jia jing,2014,Comedy,Changwei Gu,Wei Gu,Angelababy,Chinese,China,135,271451
The Tale of The Princess Kaguya,2013,Animation,Isao Takahata,Isao Takahata ,Chloe Grace Moretz,Japanese,Japan,137,408718
Elegy,2008,Drama,Isabel Coixet,Nicholas Meyer ,Penelope Cruz,English,USA,112,3456676
The Devotion of Suspect X,2017,Crime,Alec Su,Keigo Higashino ,Kai Wang,Mandarin,USA,112,686435
Certified Copy,2010,Drama,Abbas Kiarostami,Caroline Eliacheff ,Juliette Binoche,French,France,106,1337384
Camp X-Ray,2014,Drama,Peter Sattler,Peter Sattler,Nawal Bengholam,English,USA,117,9837
On My Way,2013,Comedy,Emmanuelle Bercot,Emmanuelle Bercot ,Catherine Deneuve,French,France,116,311372
Terminator Genisys,2015,Action,Alan Taylor,Laeta Kalogridis,Arnold Schwarzenegger,English,USA,126,75614989
The Mill and the Cross,2011,Drama,Lech Majewski,Michael Francis Gibson ,Rutger Hauer,English,Poland,92,185261
Minions,2015,Animation,Kyle Balda,Brian Lynch,Sandra Bullock,English,USA,91,277969969
The Blind Side,2009,Biography,John Lee Hancock,John Lee Hancock,Sandra Bullock,English,USA,129,255900000
Hellion,2014,Drama,Kat Candler,Kat Candler,Aaron Paul,English,USA,99,46110
The Take,2016,Action,James Watkins,Andrew Baldwin,Idris Elba,English,UK,92,41546
Incredible Love,2009,Action,Sabir Khan,Sabir Khan ,Sylvester Stallone,Hindi,India,142,1000000
The Walk,2015,Adventure,Robert Zemeckis,Robert Zemeckis ,Joseph Gordon-Levitt,English,USA,123,8064239
Mars Needs Moms,2011,Animation,Simon Wells,Simon Wells ,Seth Green,English,USA,88,21379315
Tangled,2010,Animation,Nathan Greno,Dan Fogelman ,Mandy Moore,English,USA,100,200803309
Win Win,2011,Comedy,Tom McCarthy,Tom McCarthy ,Paul Giamatti,English,USA,106,10100000
The Devil Inside,2012,Horror,William Brent Bell,William Brent Bell,Fernanda Andrade,English,USA,83,53245055
The Invitation,2015,Drama,Karyn Kusama,Phil Hay,Logan Marshall-Green,English,USA,100,231703
Love Happens,2009,Drama,Brandon Camp,Brandon Camp,Aaron Eckhart,English,USA,109,22927390
Indignation,2016,Drama,James Schamus,Philip Roth ,Tijuana Ricks,English,USA,110,3399841
Being Flynn,2012,Drama,Paul Weitz,Paul Weitz,Robert De Niro,English,USA,102,526322
Empire of Silver,2009,Biography,Christina Yao,Christina Yao,Aaron Kwok,Mandarin,China,113,40052
Their Finest,2016,Comedy,Lone Scherfig,Lissa Evans ,Sam Claflin,English,UK,117,3595841
Sarah Palin: You Betcha!,2011,Documentary,Nick Broomfield,unknown,Nick Broomfield,English,UK,91,10524
Singham Returns,2014,Action,Rohit Shetty,Rohit Shetty ,Ajay Devgn,Hindi,India,142,1231550
Stand Up Guys,2012,Comedy,Fisher Stevens,Noah Haidle,Al Pacino,English,USA,95,3301046
Holiday,2014,Action,A.R. Murugadoss,A.R. Murugadoss ,Akshay Kumar,Hindi,India,160,707672
Priceless,2016,Crime,Ben Smallbone,Chris Dowling ,Joel Smallbone,English,USA,97,1499127
Get Santa,2014,Comedy,Christopher Smith,Christopher Smith,Jim Broadbent,English,UK,102,1757892
Amreeka,2009,Drama,Cherien Dabis,Cherien Dabis,Nisreen Faour,English,USA,96,417889
Sanam Teri Kasam,2016,Drama,Radhika Rao,Radhika Rao,Harshvardhan Rane,Hindi,India,154,22121
A Fool,2014,Comedy,Jianbin Chen,Xuewen Hu ,Jianbin Chen,Chinese,China,103,5741
Let's Talk About the Rain,2008,Comedy,Agnes Jaoui,Agnes Jaoui ,Agnes Jaoui,French,France,110,106093
The King's Speech,2010,Biography,Tom Hooper,David Seidler ,Colin Firth,English,UK,118,138300000
It Follows,2014,Horror,David Robert Mitchell,David Robert Mitchell,Bailey Spry,English,USA,100,10705259
Command and Control,2016,Documentary,Robert Kenner,Robert Kenner ,Harold Brown,English,USA,92,46603
Captain America: Civil War,2016,Action,Anthony Russo,Christopher Markus ,Chris Evans,English,USA,147,408080554
Man on Wire,2008,Documentary,James Marsh,Philippe Petit ,Philippe Petit,English,UK,94,2600296
Dayveon,2017,Drama,Amman Abbasi,Amman Abbasi,Devin Blackmon,English,USA,75,2200
Do I Sound Gay?,2014,Documentary,David Thorpe,David Thorpe,Michael Airington,English,USA,77,87742
Mad Money,2008,Comedy,Callie Khouri,Glenn Gers ,Diane Keaton,English,USA,104,20536106
Your Sister's Sister,2011,Comedy,Lynn Shelton,Lynn Shelton,Michael Harring,English,USA,90,1041358
Bestiaire,2012,Documentary,Denis Cote,Denis Cote,unknown,None,Canada,72,1428
Columbus,2017,Drama,Kogonada,Kogonada,John Cho,English,USA,100,892778
Go Away Mr Tumour,2015,Comedy,Yan Han,Yuan Yuan,Baihe Bai,Mandarin,China,85,284404
Obsessed,2009,Drama,Steve Shill,David Loughery,Idris Elba,English,USA,108,68261644
Daniel and Ana,2009,Drama,Michel Franco,Michel Franco ,Dario Yazbek Bernal,Spanish,Mexico,90,1400
Walking on Sunshine,2014,Comedy,Max Giwa,Joshua St Johnston,Greg Wise,English,UK,97,618328
What's Your Raashee?,2009,Comedy,Ashutosh Gowariker,Ashutosh Gowariker ,Harman Baweja,Hindi,India,195,169005
Citadel,2012,Drama,Ciaran Foy,Ciaran Foy,Wunmi Mosaku,English,Ireland,84,10080
"I, Daniel Blake",2016,Drama,Ken Loach,Paul Laverty ,Dave Johns,English,UK,100,252282
More Than Honey,2012,Documentary,Markus Imhoof,Markus Imhoof,Fred Jaggi,German,Switzerland,95,31105
Carter High,2015,Crime,Arthur Muhammad,Arthur Muhammad,Charles S. Dutton,English,USA,110,146040
Range 15,2016,Action,Ross Patterson,Billy Jay,Sean Astin,English,USA,89,1044
Love Is Strange,2014,Drama,Ira Sachs,Ira Sachs,Alfred Molina,English,USA,94,1932818
One Track Heart: The Story of Krishna Das,2012,Documentary,Jeremy Frindel,unknown,Neem Karoli Baba,English,USA,74,44810
We Are What We Are,2013,Drama,Jim Mickle,Nick Damici,Kassie Wesley DePaiva,English,USA,105,54371
Preacher's Kid,2010,Drama,Stan Foster,Stan Foster,Letoya Luckett,English,USA,110,422186
Bellflower,2011,Action,Evan Glodell,Evan Glodell,Evan Glodell,English,USA,106,167242
Side Effects,2013,Crime,Steven Soderbergh,Scott Z. Burns,Rooney Mara,English,USA,106,32154410
X-Men: Apocalypse,2016,Action,Bryan Singer,Simon Kinberg ,James McAvoy,English,USA,144,135729385
Winter's Bone,2010,Drama,Debra Granik,Debra Granik ,Jennifer Lawrence,English,USA,100,6200000
Zambezia,2012,Animation,Wayne Thornley,Raffaella Delle Donne ,Leonard Nimoy,English,South Africa,83,1038657
Arrival,2016,Drama,Denis Villeneuve,Eric Heisserer ,Amy Adams,English,USA,116,100501349
Wish Me Away,2011,Documentary,Bobbie Birleffi,unknown,Chely Wright,English,USA,120,17346
The Disappearance of Eleanor Rigby: Them,2014,Drama,Ned Benson,Ned Benson,James McAvoy,English,USA,123,402191
Friend Request,2016,Horror,Simon Verhoeven,Matthew Ballen,Alycia Debnam-Carey,English,Germany,92,3758792
Hell and Back,2015,Animation,Tom Gianas,Tom Gianas,Nick Swardson,English,USA,86,156166
Mother and Child,2009,Drama,Rodrigo Garcia,Rodrigo Garcia,Alexandria M. Salling,English,USA,125,1110286
Abraham Lincoln: Vampire Hunter,2012,Action,Timur Bekmambetov,Seth Grahame-Smith ,Benjamin Walker,English,USA,105,37300000
Before Midnight,2013,Drama,Richard Linklater,Richard Linklater,Ethan Hawke,English,USA,109,8114507
A Taxi Driver,2017,Action,Hun Jang,Yu-na Eom,Kang-ho Song,Korean,South Korea,137,1527818
Where to Invade Next,2015,Documentary,Michael Moore,Michael Moore,Michael Moore,English,USA,120,2515838
Crazy Heart,2009,Drama,Scott Cooper,Scott Cooper,Jeff Bridges,English,USA,112,38349555
Street Kings,2008,Action,David Ayer,James Ellroy ,Keanu Reeves,English,USA,109,26351341
Friends with Benefits,2011,Comedy,Will Gluck,Keith Merryman ,Justin Timberlake,English,USA,109,55802754
Texas Killing Fields,2011,Crime,Ami Canaan Mann,Don Ferrarone,Sam Worthington,English,USA,105,45282
Answers to Nothing,2011,Drama,Matthew Leutwyler,Ric Barbera ,Sam Page,English,USA,124,22029
Fed Up,2014,Documentary,Stephanie Soechtig,Mark Monroe,Katie Couric,English,USA,92,1538898
Tangerines,2013,Drama,Zaza Urushadze,Tatjana Mulbeier ,Lembit Ulfsak,Estonian,Estonia,87,114501
Battle for Incheon: Operation Chromite,2016,Action,John H. Lee,Man-Hee Lee ,Liam Neeson,Korean,South Korea,111,904216
Hara-Kiri: Death of a Samurai,2011,Drama,Takashi Miike,Kikumi Yamagishi ,Koji Yakusho,Japanese,Japan,128,60201
True Story,2015,Crime,Rupert Goold,Rupert Goold ,Jonah Hill,English,USA,99,3422747
Whip It,2009,Drama,Drew Barrymore,Shauna Cross ,Sarah Habel,English,USA,111,13000000
Bleed for This,2016,Biography,Ben Younger,Ben Younger ,Miles Teller,English,USA,117,5051927
Cameraman: The Life and Work of Jack Cardiff,2010,Documentary,Craig McCall,unknown,Jack Cardiff,English,UK,86,20019
Nocturnal Animals,2016,Drama,Tom Ford,Tom Ford ,Amy Adams,English,USA,116,10639114
Robot & Frank,2012,Comedy,Jake Schreier,Christopher Ford ,Frank Langella,English,USA,89,3200000
Restless City,2011,Drama,Andrew Dosunmu,Eugene M. Gussenhoven,Osas Ighodaro Ajibade,English,USA,80,8106
Evergreen: The Road to Legalization,2013,Documentary,Riley Morton,Nils Cowan,Rick Steves,English,USA,86,2363
The Infiltrator,2016,Biography,Brad Furman,Ellen Sue Brown ,Bryan Cranston,English,UK,127,15425870
Paper Heart,2009,Comedy,Nicholas Jasenovec,Nicholas Jasenovec,Charlyne Yi,English,USA,88,1149350
Thor: The Dark World,2013,Action,Alan Taylor,Christopher L. Yost ,Chris Hemsworth,English,USA,112,206360018
PK,2014,Comedy,Rajkumar Hirani,Rajkumar Hirani,Aamir Khan,Hindi,India,153,9027790
Love and Honor,2013,Drama,Danny Mooney,Jim Burnstein,Liam Hemsworth,English,USA,100,10534
Monsters,2010,Drama,Gareth Edwards,Gareth Edwards,Scoot McNairy,English,UK,94,237301
The Dark Knight Rises,2012,Action,Christopher Nolan,Jonathan Nolan ,Christian Bale,English,UK,164,448130642
The Revisionaries,2012,Documentary,Scott Thurman,Scott Thurman,Don McLeroy,English,USA,92,21731
"Hail, Caesar!",2016,Comedy,Ethan Coen,Joel Coen,Josh Brolin,English,UK,106,27927631
Lights Out,2016,Drama,David F. Sandberg,Eric Heisserer ,Teresa Palmer,English,USA,81,67235683
People of a Feather,2011,Documentary,Joel Heath,Joel Heath,unknown,English,Canada,90,5651
Beatriz at Dinner,2017,Comedy,Miguel Arteta,Mike White,Salma Hayek,English,USA,82,7115001
Serena,2014,Drama,Susanne Bier,Christopher Kyle ,Bradley Cooper,English,Czech Republic,109,326289
The Help,2011,Drama,Tate Taylor,Tate Taylor ,Emma Stone,English,USA,146,169705587
Listen to Me Marlon,2015,Documentary,Stevan Riley,Stevan Riley,Marlon Brando,English,UK,103,249756
Tim and Eric's Billion Dollar Movie,2012,Comedy,Tim Heidecker,Tim Heidecker,Bill A. Jones,English,USA,93,145778
Straight Outta Compton,2015,Biography,F. Gary Gray,Jonathan Herman ,O'Shea Jackson Jr.,English,USA,147,129402415
