Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Tim and Eric's Billion Dollar Movie,2012,Comedy,Tim Heidecker,Tim Heidecker,Bill A. Jones,English,USA,93,145778
Brave,2012,Animation,Mark Andrews,Brenda Chapman ,Kelly Macdonald,English,USA,93,237282182
Inescapable,2012,Action,Ruba Nadda,Ruba Nadda,Alexander Siddig,English,Canada,93,4063
The Invisible War,2012,Documentary,Kirby Dick,Kirby Dick,Amy Ziering,English,USA,93,66167
Katy Perry: Part of Me,2012,Documentary,Dan Cutforth,unknown,Katy Perry,English,USA,93,25309910
Beasts of the Southern Wild,2012,Adventure,Benh Zeitlin,Lucy Alibar ,Quvenzhane Wallis,English,USA,93,12784397
Long Shot: The Kevin Laue Story,2012,Documentary,Franklin Martin,Franklin Martin,Kevin Laue,English,USA,93,28449
Bait,2012,Action,Kimble Rendall,Shayne Armstrong ,Richard Brancatisano,English,Australia,93,365187
Dead Man's Burden,2012,Drama,Jared Moshe,Jared Moshe,Barlow Jacobs,English,USA,93,29634
Vulgaria,2012,Comedy,Ho-Cheung Pang,Chiu-Wing Lam ,Chapman To,Cantonese,Hong Kong,93,53977
"Now, Forager",2012,Drama,Jason Cortlund,Jason Cortlund,Jason Cortlund,English,USA,93,10896
Black Nativity,2013,Drama,Kasi Lemmons,Langston Hughes ,Forest Whitaker,English,USA,93,4894004
The German Doctor,2013,Drama,Lucia Puenzo,Lucia Puenzo,Alex Brendemuhl,Spanish,Argentina,93,414912
Dom Hemingway,2013,Comedy,Richard Shepard,Richard Shepard,Jude Law,English,UK,93,342096
Lovelace,2013,Biography,Rob Epstein,Andy Bellin,Amanda Seyfried,English,USA,93,300000
Blue Caprice,2013,Biography,Alexandre Moors,Alexandre Moors ,Tequan Richmond,English,USA,93,91126
21 & Over,2013,Comedy,Jon Lucas,Jon Lucas,Miles Teller,English,USA,93,25675765
Parkland,2013,Drama,Peter Landesman,Peter Landesman,Marcia Gay Harden,English,USA,93,652355
The Double,2013,Comedy,Richard Ayoade,Fyodor Dostoevsky ,Jesse Eisenberg,English,UK,93,520447
In a World...,2013,Comedy,Lake Bell,Lake Bell,Lake Bell,English,USA,93,2041184
The Ghosts in Our Machine,2013,Documentary,Liz Marshall,Liz Marshall,Marcel Saba,English,Canada,93,20344
The English Teacher,2013,Comedy,Craig Zisk,Dan Chariton,Julianne Moore,English,USA,93,60166
Metallica Through the Never,2013,Music,Nimrod Antal,Nimrod Antal ,Dane DeHaan,English,USA,93,2608716
Scatter My Ashes at Bergdorf's,2013,Documentary,Matthew Miele,Matthew Miele,Cher,English,USA,93,516719
The Hornet's Nest,2014,Documentary,David Salzberg,unknown,Frank Adamski,English,Afghanistan,93,311975
Unsullied,2014,Action,Simeon Rice,John Nodilo,Rusty Joiner,English,USA,93,8220
Life Partners,2014,Comedy,Susanna Fogel,Susanna Fogel,Leighton Meester,English,USA,93,7563
Every Secret Thing,2014,Crime,Amy Berg,Nicole Holofcener ,Diane Lane,English,USA,93,97020
Before I Disappear,2014,Drama,Shawn Christensen,Shawn Christensen,Shawn Christensen,English,USA,93,2676
The Blackcoat's Daughter,2015,Horror,Oz Perkins,Oz Perkins,Emma Roberts,English,Canada,93,19980
The Good Dinosaur,2015,Animation,Peter Sohn,Bob Peterson ,Jeffrey Wright,English,USA,93,123087120
Ixcanul,2015,Drama,Jayro Bustamante,Jayro Bustamante,Maria Mercedes Coroy,Maya,Guatemala,93,292923
From Afar,2015,Drama,Lorenzo Vigas,Lorenzo Vigas ,Alfredo Castro,Spanish,Venezuela,93,30108
Burning Bodhi,2015,Drama,Matthew McDuffie,Matthew McDuffie,Kaley Cuoco,English,USA,93,3289
Miss Sharon Jones!,2015,Documentary,Barbara Kopple,unknown,Sharon Jones,English,USA,93,120770
The Man in 3B,2015,Mystery,Trey Haley,Carl Weber,Lamman Rucker,English,USA,93,291145
Scouts Guide to the Zombie Apocalypse,2015,Action,Christopher Landon,Carrie Lee Wilson ,Tye Sheridan,English,USA,93,3931256
Heist,2015,Action,Scott Mann,Stephen C. Sepher ,Robert De Niro,English,USA,93,28688
Rams,2015,Drama,Grimur Hakonarson,Grimur Hakonarson,Sigurdur Sigurjonsson,Icelandic,Iceland,93,220014
"Food, Inc.",2008,Documentary,Robert Kenner,Robert Kenner,Eric Schlosser,English,USA,94,4238694
Man on Wire,2008,Documentary,James Marsh,Philippe Petit ,Philippe Petit,English,UK,94,2600296
The Boy in the Striped Pajamas,2008,Drama,Mark Herman,John Boyne ,Asa Butterfield,English,UK,94,9030581
Taken,2008,Action,Pierre Morel,Luc Besson,Liam Neeson,English,France,94,144924285
College,2008,Comedy,Deb Hagan,Dan Callahan,Drake Bell,English,USA,94,4700000
Management,2008,Comedy,Stephen Belber,Stephen Belber,Jennifer Aniston,English,USA,94,809787
The Longshots,2008,Biography,Fred Durst,Nick Santora,Ice Cube,English,USA,94,11389715
Free Style,2008,Drama,William Dear,Jeffrey Nicholson,Corbin Bleu,English,Canada,94,97764
Is Anybody There?,2008,Drama,John Crowley,Peter Harness,Bill Milner,English,UK,94,1988165
Delgo,2008,Animation,Marc F. Adler,Patrick J. Cowan ,Freddie Prinze Jr.,English,USA,94,511920
Ice Age: Dawn of the Dinosaurs,2009,Animation,Carlos Saldanha,Peter Ackerman ,Eunice Cho,English,USA,94,124605432
The Men Who Stare at Goats,2009,Comedy,Grant Heslov,Jon Ronson ,George Clooney,English,USA,94,32400000
Monsters vs. Aliens,2009,Animation,Rob Letterman,Maya Forbes ,Reese Witherspoon,English,USA,94,198332128
Humpday,2009,Comedy,Lynn Shelton,Lynn Shelton,Mark Duplass,English,USA,94,254272
The Milk of Sorrow,2009,Drama,Claudia Llosa,Claudia Llosa,Magaly Solier,Spanish,Spain,94,10376
Astro Boy,2009,Animation,David Bowers,Osamu Tezuka ,Charlize Theron,English,Japan,94,19548064
Monsters,2010,Drama,Gareth Edwards,Gareth Edwards,Scoot McNairy,English,UK,94,237301
"If I Want to Whistle, I Whistle",2010,Drama,Florin Serban,Catalin Mitulescu,George Pistereanu,Romanian,Romania,94,12135
Arrietty,2010,Animation,Hiromasa Yonebayashi,Mary Norton ,Moises Arias,Japanese,Japan,94,19192510
Jackass 3D,2010,Documentary,Jeff Tremaine,Jeff Tremaine ,Johnny Knoxville,English,USA,94,117222007
Diary of a Wimpy Kid,2010,Comedy,Thor Freudenthal,Jackie Filgo ,Zachary Gordon,English,USA,94,64001297
Ghetto Physics,2010,Drama,William Arntz,William Arntz,Mike Foy,English,USA,94,10087
127 Hours,2010,Adventure,Danny Boyle,Danny Boyle ,James Franco,English,USA,94,18329466
The Wildest Dream,2010,Documentary,Anthony Geffen,Mark MacKenzie ,Conrad Anker,English,USA,94,873594
The Spy Next Door,2010,Action,Brian Levant,Jonathan Bernstein ,Jackie Chan,English,USA,94,24268828
The Tillman Story,2010,Documentary,Amir Bar-Lev,Amir Bar-Lev,Josh Brolin,English,USA,94,798940
Chico & Rita,2010,Animation,Tono Errando,Ignacio Martinez de Pison,Limara Meneses,Spanish,Spain,94,247455
Passion Play,2010,Drama,Mitch Glazer,Mitch Glazer ,Mickey Rourke,English,USA,94,2100
Young Adult,2011,Comedy,Jason Reitman,Diablo Cody,Charlize Theron,English,USA,94,16295033
Little Birds,2011,Drama,Elgin James,Elgin James,Juno Temple,English,USA,94,16590
Monsieur Lazhar,2011,Comedy,Philippe Falardeau,Philippe Falardeau ,Mohamed Fellag,French,Canada,94,2009041
North Sea Texas,2011,Drama,Bavo Defurne,Andre Sollie ,Ben Van den Heuvel,Dutch,Belgium,94,16710
Five Broken Cameras,2011,Documentary,Emad Burnat,unknown,Emad Burnat,Hebrew,Palestine,94,108541
Midnight in Paris,2011,Comedy,Woody Allen,Woody Allen,Owen Wilson,English,Spain,94,55400000
Mr. Popper's Penguins,2011,Comedy,Mark Waters,Sean Anders ,Jim Carrey,English,USA,94,68100000
Keyhole,2011,Drama,Guy Maddin,George Toles ,Jason Patric,English,Canada,94,22099
California Solo,2012,Drama,Marshall Lewy,Marshall Lewy,Danny Masterson,English,USA,94,15328
China Heavyweight,2012,Documentary,Yung Chang,Yung Chang,Zongli He,Chinese,Canada,94,10481
Diary of a Wimpy Kid: Dog Days,2012,Comedy,David Bowers,Maya Forbes ,Zachary Gordon,English,USA,94,49002815
The Giant Mechanical Man,2012,Comedy,Lee Kirk,Lee Kirk,Jenna Fischer,English,USA,94,5360
The Giant Mechanical Man,2012,Comedy,Lee Kirk,Lee Kirk,Jenna Fischer,English,USA,94,5360
Hyde Park on Hudson,2012,Biography,Roger Michell,Richard Nelson,Bill Murray,English,UK,94,6367780
Journey 2: The Mysterious Island,2012,Action,Brad Peyton,Brian Gunn ,Dwayne Johnson,English,USA,94,103812241
Moonrise Kingdom,2012,Adventure,Wes Anderson,Wes Anderson,Bruce Willis,English,USA,94,45507865
Silent Night,2012,Comedy,Steven C. Miller,Jayson Rothwell ,Malcolm McDowell,English,Canada,94,9672
I Declare War,2012,Action,Jason Lapeyre,Jason Lapeyre,Siam Yu,English,Canada,94,9825
Somm,2012,Documentary,Jason Wise,Jason Wise,Bo Barrett,English,USA,94,170561
Quartet,2012,Comedy,Dustin Hoffman,Ronald Harwood ,Maggie Smith,English,UK,94,18000000
Soldiers of Fortune,2012,Action,Maxim Korostyshevsky,Alexandre Coscas,Christian Slater,English,Russia,94,38842
Spring Breakers,2012,Comedy,Harmony Korine,Harmony Korine,James Franco,English,USA,94,13900000
Lay the Favorite,2012,Comedy,Stephen Frears,D.V. DeVincentis ,Rebecca Hall,English,USA,94,20998
Wrong,2012,Comedy,Quentin Dupieux,Quentin Dupieux ,Jack Plotnick,English,France,94,28567
Prince Avalanche,2013,Comedy,David Gordon Green,David Gordon Green,Paul Rudd,English,USA,94,204951
Movie 43,2013,Comedy,Elizabeth Banks,Rocky Russo,Dennis Quaid,English,USA,94,8700000
The Love Punch,2013,Comedy,Joel Hopkins,Joel Hopkins,Emma Thompson,English,France,94,1105254
Movie 43,2013,Comedy,Elizabeth Banks,Rocky Russo,Dennis Quaid,English,USA,94,8700000
Long Live Freedom,2013,Comedy,Roberto Ando,Roberto Ando ,Toni Servillo,Italian,Italy,94,33968
Movie 43,2013,Comedy,Elizabeth Banks,Rocky Russo,Dennis Quaid,English,USA,94,8700000
D' Mrs. Brown's Boys Movie,2014,Comedy,Ben Kellett,Brendan O'Carroll ,Brendan O'Carroll,English,UK,94,12453660
Last Weekend,2014,Comedy,Tom Dolby,Tom Dolby,Patricia Clarkson,English,USA,94,2661
Love Is Strange,2014,Drama,Ira Sachs,Ira Sachs,Alfred Molina,English,USA,94,1932818
Freedom,2014,Drama,Peter Cousens,Timothy A. Chey,Cuba Gooding Jr.,English,USA,94,124356
And So It Goes,2014,Comedy,Rob Reiner,Mark Andrus,Michael Douglas,English,USA,94,10482672
That Awkward Moment,2014,Comedy,Tom Gormican,Tom Gormican,Zac Efron,English,USA,94,23264422
Sex Tape,2014,Comedy,Jake Kasdan,Kate Angelo ,Cameron Diaz,English,USA,94,34279302
To Be Takei,2014,Documentary,Jennifer M. Kroot,unknown,George Takei,English,USA,94,51481
The Visit,2015,Comedy,M. Night Shyamalan,M. Night Shyamalan,Olivia DeJonge,English,USA,94,56499874
Lila & Eve,2015,Crime,Charles Stone III,Pat Gilfillan,Jennifer Lopez,English,USA,94,21806
Dough,2015,Comedy,John Goldschmidt,Jonathan Benson,Jonathan Pryce,English,UK,94,1148304
Home Run Showdown,2015,Family,Oz Scott,Tim Cavanaugh,Kyle Kirk,English,USA,94,8824
The Visit,2015,Comedy,M. Night Shyamalan,M. Night Shyamalan,Olivia DeJonge,English,USA,94,56499874
Over Her Dead Body,2008,Comedy,Jeff Lowell,Jeff Lowell,Eva Longoria,English,USA,95,7485689
American Teen,2008,Documentary,Nanette Burstein,Nanette Burstein,Jake Tusing,English,USA,95,785817
The Mysteries of Pittsburgh,2008,Adventure,Rawson Marshall Thurber,Rawson Marshall Thurber ,Jon Foster,English,USA,95,32783
Smart People,2008,Comedy,Noam Murro,Mark Poirier,Dennis Quaid,English,USA,95,9496882
Over Her Dead Body,2008,Comedy,Jeff Lowell,Jeff Lowell,Eva Longoria,English,USA,95,7485689
The Girl from Monaco,2008,Comedy,Anne Fontaine,Anne Fontaine,Fabrice Luchini,French,France,95,422746
"A Woman, a Gun and a Noodle Shop",2009,Comedy,Yimou Zhang,Zhengchao Xu ,Honglei Sun,Mandarin,China,95,190666
My Life in Ruins,2009,Comedy,Donald Petrie,Mike Reiss,Nia Vardalos,English,USA,95,8474608
Back Door Channels: The Price of Peace,2009,Documentary,Harry Hunkele,Matthew Tollin,Jimmy Carter,English,USA,95,11997
Gamer,2009,Action,Mark Neveldine,Mark Neveldine,Gerard Butler,English,USA,95,20488579
The Double Hour,2009,Crime,Giuseppe Capotondi,Alessandro Fabbri,Kseniya Rappoport,Italian,Italy,95,1400000
The Rebound,2009,Comedy,Bart Freundlich,Bart Freundlich,Catherine Zeta-Jones,English,USA,95,538987
The Rebound,2009,Comedy,Bart Freundlich,Bart Freundlich,Catherine Zeta-Jones,English,USA,95,538987
500 Days of Summer,2009,Comedy,Marc Webb,Scott Neustadter,Joseph Gordon-Levitt,English,USA,95,32118648
A Nightmare on Elm Street,2010,Crime,Samuel Bayer,Wesley Strick ,Jackie Earle Haley,English,USA,95,63100000
Morning,2010,Drama,Leland Orser,Leland Orser,Jeanne Tripplehorn,English,USA,95,2876
Due Date,2010,Adventure,Todd Phillips,Alan R. Cohen ,Robert Downey Jr.,English,USA,95,100448498
Red Hill,2010,Thriller,Patrick Hughes,Patrick Hughes,Ryan Kwanten,English,Australia,95,20898
Megamind,2010,Animation,Tom McGrath,Alan Schoolcraft,Will Ferrell,English,USA,95,148244405
Despicable Me,2010,Animation,Pierre Coffin,Cinco Paul ,Steve Carell,English,USA,95,251476985
Waiting for Forever,2010,Comedy,James Keach,Steve Adams,Rachel Bilson,English,USA,95,16291
The Romantics,2010,Comedy,Galt Niederhoffer,Galt Niederhoffer ,Katie Holmes,English,USA,95,100000
Buried,2010,Drama,Rodrigo Cortes,Chris Sparling,Ryan Reynolds,English,Spain,95,200000
Life in a Day,2011,Documentary,Loressa Clisby,unknown,Hiroaki Aikawa,English,UK,95,247215
Dreams of a Life,2011,Documentary,Carol Morley,Carol Morley,Zawe Ashton,English,UK,95,6595
Hop,2011,Animation,Tim Hill,Cinco Paul ,James Marsden,English,USA,95,108012170
The Cabin in the Woods,2011,Comedy,Drew Goddard,Joss Whedon,Kristen Connolly,English,USA,95,42043633
"Oslo, August 31st",2011,Drama,Joachim Trier,Pierre Drieu La Rochelle ,Anders Danielsen Lie,Norwegian,Norway,95,62068
Sidewalls,2011,Comedy,Gustavo Taretto,Gustavo Taretto,Javier Drolas,Spanish,Argentina,95,1304
Season of the Witch,2011,Action,Dominic Sena,Bragi F. Schut,Nicolas Cage,English,USA,95,24800000
Corman's World: Exploits of a Hollywood Rebel,2011,Documentary,Alex Stapleton,Alex Stapleton ,Paul W.S. Anderson,English,USA,95,7000
Bonsai,2011,Drama,Cristian Jimenez,Cristian Jimenez,Diego Noguera,Spanish,Chile,95,21163
First Position,2011,Documentary,Bess Kargman,unknown,Aran Bell,English,USA,95,894471
A Good Old Fashioned Orgy,2011,Comedy,Alex Gregory,Alex Gregory,Jason Sudeikis,English,USA,95,11756400
Kill List,2011,Crime,Ben Wheatley,Ben Wheatley,Neil Maskell,English,UK,95,26297
You're Next,2011,Horror,Adam Wingard,Simon Barrett,Sharni Vinson,English,USA,95,25064090
You're Next,2011,Horror,Adam Wingard,Simon Barrett,Sharni Vinson,English,USA,95,25064090
The Last Mountain,2011,Documentary,Bill Haney,Bill Haney,Susan Bird,English,USA,95,119697
The Guilt Trip,2012,Comedy,Anne Fletcher,Dan Fogelman,Barbra Streisand,English,USA,95,37101011
Crazy Eyes,2012,Comedy,Adam Sherman,Adam Sherman,Lukas Haas,English,USA,95,6106
The Summit,2012,Documentary,Nick Ryan,Mark Monroe,Christine Barnes,English,Ireland,95,140269
Resident Evil: Retribution,2012,Action,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich,English,Germany,95,42345531
Deadfall,2012,Crime,Stefan Ruzowitzky,Zach Dean,Eric Bana,English,France,95,38734
Dredd,2012,Action,Pete Travis,John Wagner ,Karl Urban,English,UK,95,13401683
The Sessions,2012,Biography,Ben Lewin,Ben Lewin ,John Hawkes,English,USA,95,5997134
Escape Fire: The Fight to Rescue American Healthcare,2012,Documentary,Susan Froemke,unknown,Clive Alonzo,English,USA,95,97316
Stand Up Guys,2012,Comedy,Fisher Stevens,Noah Haidle,Al Pacino,English,USA,95,3301046
More Than Honey,2012,Documentary,Markus Imhoof,Markus Imhoof,Fred Jaggi,German,Switzerland,95,31105
Haute Cuisine,2012,Biography,Christian Vincent,Etienne Comar ,Catherine Frot,French,France,95,134515
Silent Hill: Revelation,2012,Horror,M.J. Bassett,M.J. Bassett,Adelaide Clemens,English,Canada,95,17529157
The Woman in Black,2012,Drama,James Watkins,Susan Hill ,Emma Shorey,English,UK,95,54322273
The Babymakers,2012,Comedy,Jay Chandrasekhar,Peter Gaulke,Paul Schneider,English,USA,95,5215
The Man with the Iron Fists,2012,Action,RZA,RZA ,RZA,English,USA,95,15608545
The First Time,2012,Comedy,Jonathan Kasdan,Jonathan Kasdan,Britt Robertson,English,USA,95,17061
Lockout,2012,Action,James Mather,James Mather ,Guy Pearce,English,France,95,14291570
The Kings of Summer,2013,Adventure,Jordan Vogt-Roberts,Chris Galletta,Nick Robinson,English,USA,95,1300000
Camille Claudel 1915,2013,Biography,Bruno Dumont,Paul Claudel ,Juliette Binoche,French,France,95,22540
Cloudy with a Chance of Meatballs 2,2013,Animation,Cody Cameron,Erica Rivinoja ,Bill Hader,English,USA,95,119793567
Peeples,2013,Comedy,Tina Gordon Chism,Tina Gordon Chism,Craig Robinson,English,USA,95,9123834
Young & Beautiful,2013,Drama,Francois Ozon,Francois Ozon,Marine Vacth,French,France,95,22408
A Perfect Man,2013,Drama,Kees Van Oostrum,Larry Brand,Jeanne Tripplehorn,English,USA,95,388
Before We Go,2014,Comedy,Chris Evans,Ronald Bass ,Chris Evans,English,USA,95,22522
5 to 7,2014,Comedy,Victor Levin,Victor Levin,Anton Yelchin,English,USA,95,117066
Land Ho!,2014,Adventure,Aaron Katz,Aaron Katz,Earl Lynn Nelson,English,Iceland,95,727430
[REC] 4: Apocalypse,2014,Horror,Jaume Balaguero,Jaume Balaguero ,Manuela Velasco,Spanish,Spain,95,708
What We Did on Our Holiday,2014,Comedy,Andy Hamilton,Andy Hamilton,Rosamund Pike,English,UK,95,2662550
The Keeping Room,2014,Drama,Daniel Barber,Julia Hart,Brit Marling,English,USA,95,27166
Just Before I Go,2014,Comedy,Courteney Cox,David Flebotte,Seann William Scott,English,USA,95,8129
Paddington,2014,Adventure,Paul King,Paul King,Tim Downie,English,UK,95,85879985
Walk of Shame,2014,Comedy,Steven Brill,Steven Brill,Elizabeth Banks,English,USA,95,39751
Boy Meets Girl,2014,Comedy,Eric Schaeffer,Eric Schaeffer,Michael Welch,English,USA,95,20289
Just Before I Go,2014,Comedy,Courteney Cox,David Flebotte,Seann William Scott,English,USA,95,8129
Rosenwald,2015,Documentary,Aviva Kempner,Aviva Kempner,Peter Ascoli,English,USA,95,359187
A Tale of Love and Darkness,2015,Biography,Natalie Portman,Natalie Portman ,Natalie Portman,Hebrew,Israel,95,569381
Inside Out,2015,Animation,Pete Docter,Pete Docter ,Amy Poehler,English,USA,95,264317903
Green Room,2015,Horror,Jeremy Saulnier,Jeremy Saulnier,Anton Yelchin,English,USA,95,3219029
Maggie,2015,Drama,Henry Hobson,John Scott 3,Arnold Schwarzenegger,English,USA,95,136397
Christmas Eve,2015,Comedy,Mitch Davis,Mitch Davis,Patrick Stewart,English,USA,95,81992
Oddball and the Penguins,2015,Adventure,Stuart McDonald,Peter Ivan,Shane Jacobson,English,Australia,95,6709509
Mr. Right,2015,Action,Paco Cabezas,Max Landis,Sam Rockwell,English,USA,95,25369
Nim's Island,2008,Adventure,Jennifer Flackett,Joseph Kwong ,Abigail Breslin,English,USA,96,47912652
Vicky Cristina Barcelona,2008,Drama,Woody Allen,Woody Allen,Rebecca Hall,English,Spain,96,23164041
Valentino: The Last Emperor,2008,Documentary,Matt Tyrnauer,unknown,Valentino Garavani,English,USA,96,1569618
Every Little Step,2008,Documentary,Adam Del Deo,unknown,German Alexander,English,USA,96,1528106
CSNY/Deja Vu,2008,Documentary,Neil Young,Mike Cerre ,David Crosby,English,USA,96,32910
The Spiderwick Chronicles,2008,Adventure,Mark Waters,Karey Kirkpatrick ,Freddie Highmore,English,USA,96,71148699
The Secrets of Jonathan Sperry,2008,Drama,Rich Christiano,Dave Christiano,Gavin MacLeod,English,USA,96,1096348
Finding Amanda,2008,Comedy,Peter Tolan,Peter Tolan,Matthew Broderick,English,USA,96,31340
Bolt,2008,Animation,Byron Howard,Dan Fogelman ,John Travolta,English,USA,96,114053579
Burn After Reading,2008,Comedy,Ethan Coen,Joel Coen,George Clooney,English,USA,96,60338891
Ballast,2008,Drama,Lance Hammer,Lance Hammer,Micheal J. Smith Sr.,English,USA,96,100000
Street Fighter: The Legend of Chun-Li,2009,Action,Andrzej Bartkowiak,Justin Marks ,Kristin Kreuk,English,Canada,96,8646753
Chain Letter,2009,Horror,Deon Taylor,Deon Taylor,Madison Bauer,English,USA,96,138788
A Christmas Carol,2009,Animation,Robert Zemeckis,Robert Zemeckis ,Jim Carrey,English,USA,96,137816456
Sin Nombre,2009,Adventure,Cary Joji Fukunaga,Cary Joji Fukunaga,Marco Antonio Aguirre,Spanish,Mexico,96,2436392
Amreeka,2009,Drama,Cherien Dabis,Cherien Dabis,Nisreen Faour,English,USA,96,417889
Up,2009,Animation,Pete Docter,Pete Docter ,Edward Asner,English,USA,96,292979556
From Mexico with Love,2009,Action,Jimmy Nickerson,Glen Hartford,Kuno Becker,English,USA,96,505606
Sin Nombre,2009,Adventure,Cary Joji Fukunaga,Cary Joji Fukunaga,Marco Antonio Aguirre,Spanish,Mexico,96,2436392
The Ugly Truth,2009,Comedy,Robert Luketic,Nicole Eastman ,Katherine Heigl,English,USA,96,88915214
Chloe,2009,Drama,Atom Egoyan,Erin Cressida Wilson ,Julianne Moore,English,USA,96,31000000
